row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
3410,311,1274,3168,1546,317,278,266,251
3411,317,2040,3560,2634,1042,282,267,251
3412,324,2774,3616,3304,2824,293,266,251
3413,332,3264,3636,3596,3512,331,266,252
3414,348,3436,3644,3654,3570,998,266,251
3415,388,3480,3636,3662,3588,1852,265,251
3416,588,3508,3512,3657,3596,2020,266,251
3417,864,3544,3112,3612,3590,2021,266,252
3418,917,3578,2440,3466,3582,2004,265,251
3419,924,3604,1818,2990,3577,1966,266,252
3420,866,3608,1679,1921,3580,1850,264,251
3421,668,3608,2296,1400,3588,1494,265,251
3422,383,3584,3041,1756,3592,766,266,252
3423,326,3468,3534,2812,3586,454,265,251
3424,311,3308,3642,3502,3582,1592,266,251
3425,305,3156,3644,3650,3561,2928,265,250
3426,305,3068,3621,3626,3512,3149,266,251
3427,304,3028,3596,3383,3374,3274,266,251
3428,308,2997,3577,2716,2959,3390,268,252
3429,315,3000,3572,1860,1940,3428,271,253
3430,321,3042,3592,1321,609,3407,282,251
3431,334,3150,3612,1157,308,3338,301,252
3432,353,3252,3630,1582,301,3136,362,252
3433,391,3374,3640,2260,325,2820,1384,252
3434,507,3468,3645,2756,761,2596,2073,252
3435,732,3533,3644,3109,1757,2536,2173,252
3436,988,3572,3588,3416,2711,2733,2268,250
3437,1072,3589,3416,3542,3178,3184,2306,252
3438,1116,3608,3064,3536,3438,3518,2305,251
3439,1129,3617,2524,3446,3560,3588,2213,251
3440,1198,3613,1650,3224,3584,3584,2140,253
3441,1252,3596,654,2848,3566,3570,2031,253
3442,1321,3560,320,2273,3488,3537,1800,251
3443,1418,3486,296,1407,3112,3484,1664,252
3444,1416,3336,285,402,2020,3292,1216,254
3445,1153,2890,282,300,354,2372,326,252
3446,581,2014,280,283,292,583,280,253
3447,327,925,278,277,286,286,269,252
3448,299,325,277,276,281,276,266,252
3449,302,294,276,275,280,273,266,252
3450,341,288,276,272,280,275,266,252
