row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
50883,3772,4095,4095,4095,4095,4095,4095,4040
50884,3237,4095,4095,4095,4095,4095,4095,3904
50885,1960,4060,4095,4095,4095,4092,4095,3252
50886,357,3638,3948,4095,3992,3860,4052,1248
50887,280,1733,2185,3951,2948,1868,3690,278
50888,271,304,287,2423,352,347,597,256
50889,269,271,269,283,325,339,288,251
50890,270,270,268,264,321,320,287,251
50891,269,269,268,263,332,313,286,251
50892,268,270,269,266,2468,327,280,250
50893,270,269,270,290,3661,1601,284,251
50894,269,269,284,2777,3740,3272,290,251
50895,270,268,375,3420,3724,3484,287,252
50896,269,269,1496,3468,3518,3468,289,251
50897,269,269,2572,3440,1841,3452,292,250
50898,270,270,3028,2949,334,3023,289,249
50899,269,269,3220,629,324,1903,288,251
50900,270,268,3260,279,311,350,290,252
50901,269,271,3198,266,318,312,291,251
50902,271,271,3053,262,312,314,293,252
50903,270,272,2900,262,307,309,294,252
50904,270,272,2811,263,304,304,289,251
50905,269,272,2796,261,299,296,284,251
50906,270,272,2744,261,299,299,288,253
50907,269,271,2792,260,300,300,285,253
50908,270,271,2880,260,297,297,285,252
50909,270,271,2980,261,298,297,284,251
50910,271,269,3087,261,300,293,283,253
50911,271,270,3136,262,299,295,282,251
50912,270,268,3072,264,297,296,284,251
50913,269,270,2864,265,298,300,286,252
50914,270,270,2465,271,301,300,285,251
50915,269,269,1885,278,301,301,284,253
50916,269,270,1204,297,300,301,284,252
50917,270,272,386,349,300,303,286,252
50918,269,270,300,1324,305,308,288,252
50919,269,269,277,2502,303,311,291,253
50920,269,269,269,3084,311,308,289,252
50921,269,269,266,2892,308,298,285,251
50922,270,268,265,2132,372,301,283,251
50923,270,270,264,443,1054,294,281,251
50924,269,269,267,288,2118,291,281,251
50925,270,270,266,267,3028,290,279,251
50926,270,270,264,262,3326,291,277,250
50927,270,269,264,261,2914,303,278,251
50928,269,271,266,260,1920,385,277,249
50929,270,271,266,260,811,1366,275,251
50930,269,271,281,261,339,2368,271,252
50931,270,273,1450,270,1832,3032,269,249
50932,271,274,3364,1708,3576,3160,269,250
50933,271,274,3368,3372,3566,3090,266,249
50934,271,273,2756,3400,3432,2952,267,249
50935,277,272,367,3032,2078,1557,267,249
50936,298,269,271,473,294,284,267,250
50937,1455,276,267,268,281,273,269,251
50938,3768,336,282,261,283,278,270,251
50939,4094,2857,1868,269,795,441,275,282
50940,4095,4090,4040,1220,3892,3881,1336,3428
