row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
45979,282,283,277,281,1788,2680,267,252
45980,281,282,282,290,3236,3236,265,251
45981,280,282,296,341,3544,3256,266,252
45982,281,281,359,1605,3568,3248,266,250
45983,282,280,1253,2849,3572,3244,265,252
45984,280,281,2262,3445,3564,3208,266,249
45985,279,282,2982,3560,3516,2956,266,251
45986,281,282,3306,3552,2974,1550,265,253
45987,281,282,3416,3502,1245,308,266,252
45988,281,283,3422,3304,292,273,264,252
45989,280,284,3416,2593,279,273,264,252
45990,280,282,3408,1145,277,271,265,251
45991,280,282,3420,341,277,272,264,251
45992,280,281,3448,334,277,272,265,250
45993,280,282,3472,421,277,272,265,250
45994,280,283,3494,499,280,277,265,250
45995,280,284,3503,395,312,301,264,249
45996,281,287,3508,819,2372,579,264,252
45997,283,301,3524,2010,3500,1620,265,251
45998,288,346,3532,3220,3532,2590,265,250
45999,315,1193,3541,3528,3544,3068,266,252
46000,991,2392,3548,3544,3538,3332,268,251
46001,2668,3304,3552,3544,3428,2952,270,251
46002,3476,3544,3534,3540,2432,2302,282,250
46003,3553,3572,3312,3498,926,2493,305,250
46004,3544,3572,2420,3220,1807,3208,305,251
46005,3452,3564,933,2632,3327,3456,301,252
46006,3192,3445,310,1758,3470,3470,299,249
46007,2408,2714,281,559,3388,3460,296,250
46008,1059,1412,272,289,2956,3413,294,251
46009,302,312,270,269,1046,2988,288,251
46010,278,281,266,262,302,350,278,250
46011,278,273,266,261,278,271,267,252
46012,279,274,266,260,275,271,267,251
46013,280,273,266,260,276,269,266,251
