row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
31089,287,278,670,1561,2156,276,267,250
31090,285,279,1552,3226,3392,287,269,250
31091,286,279,2508,3488,3541,300,269,250
31092,286,280,2944,3534,3574,309,269,252
31093,286,280,3228,3552,3589,312,269,251
31094,286,280,3364,3564,3596,318,269,251
31095,285,281,3416,3572,3608,326,266,252
31096,286,283,3436,3568,3608,335,267,251
31097,287,286,3470,3582,3608,343,267,252
31098,288,289,3517,3586,3592,354,266,251
31099,287,291,3550,3580,3572,353,265,251
31100,287,291,3564,3556,3500,342,266,251
31101,286,288,3561,3388,3168,311,265,250
31102,286,290,3567,2968,1329,283,265,252
31103,284,290,3567,2607,308,273,265,253
31104,286,292,3572,2317,278,271,266,251
31105,286,293,3572,2452,278,270,266,251
31106,288,290,3563,2700,279,271,265,251
31107,289,292,3564,3140,281,273,264,250
31108,288,290,3524,3384,314,276,264,251
31109,290,289,3432,3478,2252,282,265,252
31110,289,286,3372,3528,3468,306,267,252
31111,289,284,3304,3567,3608,421,266,252
31112,289,285,3232,3604,3634,1646,267,252
31113,291,284,3220,3612,3636,2860,266,252
31114,290,286,3272,3620,3640,3502,268,252
31115,291,287,3350,3625,3648,3544,274,251
31116,291,291,3480,3599,3633,3540,277,251
31117,292,296,3544,3592,3636,3556,276,251
31118,291,306,3548,3574,3608,3540,276,253
31119,292,336,3564,3604,3620,3548,277,252
31120,292,492,3540,3604,3618,3560,276,251
31121,293,1228,3528,3596,3620,3556,276,251
31122,292,1678,3541,3593,3612,3544,276,251
31123,295,2182,3552,3597,3604,3496,274,251
31124,300,2640,3564,3620,3608,3407,270,252
31125,307,2960,3572,3612,3580,3260,266,251
31126,310,3161,3577,3564,3558,2976,264,251
31127,311,3336,3564,3392,3524,2673,265,252
31128,311,3407,3540,3000,3500,2140,264,251
31129,305,3449,3456,2434,3448,1488,265,252
31130,305,3396,3356,1517,3300,546,263,251
31131,299,3228,3232,391,2564,310,263,253
31132,298,2916,3100,305,1237,288,266,252
31133,295,2286,2686,287,318,277,264,252
31134,295,1354,1628,278,282,272,265,252
31135,294,400,421,273,278,271,265,252
31136,296,306,288,272,278,271,264,250
31137,292,286,274,270,276,272,265,251
