row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
47138,277,273,281,529,2952,654,303,261
47139,277,274,317,2390,3564,887,304,261
47140,278,275,724,3000,3596,1060,289,257
47141,277,276,2121,3264,3616,1960,293,256
47142,277,277,3088,3432,3616,3180,284,257
47143,278,281,3342,3508,3594,3310,282,258
47144,277,292,3476,3540,3612,3308,282,256
47145,278,306,3502,3535,3593,3236,278,256
47146,277,323,3520,3528,3484,2226,278,255
47147,278,351,3528,3503,2168,295,275,255
47148,278,596,3535,3416,302,272,274,256
47149,278,1078,3525,3200,276,270,274,253
47150,280,1234,3520,2636,275,272,273,254
47151,278,1176,3508,1772,276,271,270,253
47152,280,1081,3502,813,276,270,269,253
47153,279,995,3500,330,276,270,270,252
47154,278,881,3493,299,277,271,270,253
47155,278,748,3498,301,276,271,270,252
47156,279,640,3510,307,276,274,270,253
47157,279,518,3522,320,281,290,268,254
47158,279,448,3536,439,300,687,270,261
47159,281,388,3540,1159,607,2634,273,273
47160,280,364,3538,2140,2561,3480,312,299
47161,280,342,3525,2888,3471,3544,2114,1333
47162,279,317,3520,3288,3561,3569,3407,3149
47163,279,299,3517,3500,3584,3588,3476,3264
47164,278,290,3520,3564,3584,3592,3488,3285
47165,280,282,3520,3580,3585,3599,3493,3310
47166,279,281,3516,3592,3596,3608,3496,3334
47167,278,282,3508,3592,3606,3612,3492,3358
47168,279,281,3444,3592,3630,3604,3486,3368
47169,280,279,2863,3573,3644,3598,3477,3325
47170,279,280,1574,3492,3624,3608,3480,3172
47171,281,277,329,3236,3612,3604,3464,1636
47172,281,277,282,2824,3588,3564,3408,281
47173,282,277,273,2008,3533,3224,3228,254
47174,281,278,272,818,2942,1644,1960,255
47175,281,276,271,315,1037,302,295,254
47176,281,278,271,285,290,278,269,255
47177,281,280,272,276,280,275,269,254
47178,283,278,272,270,280,277,267,254
