row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
37132,272,274,2950,289,283,270,266,252
37133,272,279,3386,419,295,270,264,251
37134,270,290,3448,1951,372,270,264,250
37135,271,314,3324,3170,2106,270,264,252
37136,272,345,2836,3388,2924,274,263,252
37137,271,362,2072,3292,3212,278,264,251
37138,272,373,836,2956,3410,291,265,251
37139,271,383,313,1582,3388,326,264,251
37140,271,390,289,331,3205,542,263,250
37141,272,377,293,344,3196,809,264,252
37142,272,357,294,274,2604,1997,264,250
37143,269,361,330,264,1509,2102,263,250
37144,270,366,1338,261,656,2100,264,250
37145,270,363,2282,262,602,2170,265,250
37146,270,361,2990,264,399,2414,265,249
37147,270,367,3316,268,311,2862,264,251
37148,271,384,3433,281,288,3208,264,250
37149,271,367,3480,304,283,3244,265,251
37150,271,315,3496,634,285,3284,266,249
37151,271,290,3500,2046,297,3336,265,251
37152,269,282,3492,2814,383,3374,266,250
37153,270,280,3464,3360,2629,3378,267,250
37154,269,276,3433,3460,3576,3354,264,250
37155,269,270,3412,3464,3567,3240,264,252
37156,271,270,3389,3464,3564,2673,265,251
37157,270,271,3188,3464,3550,1620,264,251
37158,270,268,2864,3466,3544,1190,265,250
37159,270,270,2408,3465,3416,302,266,251
37160,271,269,1464,3464,2228,277,265,252
37161,271,269,530,3448,330,270,266,250
37162,269,269,619,3422,304,270,264,251
37163,269,269,367,3406,300,269,265,249
37164,267,268,300,3398,297,268,265,250
37165,270,268,287,3389,298,269,265,251
37166,270,268,290,3370,329,268,264,252
37167,270,269,285,3324,698,269,265,250
37168,269,269,274,3240,581,269,265,250
37169,269,267,270,3208,431,270,264,251
37170,269,267,269,3192,382,270,266,250
37171,269,267,270,3198,351,269,265,251
37172,270,268,272,3224,324,270,263,251
37173,270,268,273,3140,302,271,264,253
37174,271,269,269,1977,284,271,266,251
37175,272,269,265,319,276,270,265,251
37176,274,268,265,294,276,269,266,251
37177,273,268,265,264,275,270,266,250
