row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
8819,3916,4095,4095,4095,4095,4095,4095,4028
8820,2624,4052,4078,4095,4088,4064,4095,3376
8821,330,3008,3188,4016,3576,3668,3981,290
8822,272,333,304,3066,1243,542,1764,256
8823,271,279,267,285,296,311,306,254
8824,270,269,264,262,297,291,300,256
8825,269,270,270,260,297,300,294,257
8826,269,274,488,268,300,296,298,257
8827,269,283,3386,1688,322,306,301,256
8828,269,316,3496,3496,1337,323,321,258
8829,268,373,3526,3528,1933,309,334,258
8830,268,353,3526,3548,3601,306,299,257
8831,268,345,3488,3528,3695,1318,327,258
8832,269,351,3082,3468,3700,1772,343,264
8833,269,349,1409,933,3688,3064,330,263
8834,268,358,316,274,3628,3055,351,263
8835,270,351,296,264,3432,3071,336,265
8836,269,328,1374,261,3093,3124,319,261
8837,269,283,2808,268,1380,3538,323,262
8838,269,275,3486,300,2402,3692,323,262
8839,269,272,3476,2178,3695,3668,330,262
8840,269,270,3464,3540,3742,3616,317,264
8841,268,269,3438,3558,3732,3164,320,266
8842,267,268,2783,3547,3716,2646,320,264
8843,268,268,1797,3548,3644,940,314,263
8844,267,267,312,3529,1812,308,314,264
8845,269,267,310,3512,1967,306,324,263
8846,269,267,296,3480,3341,300,312,265
8847,268,267,272,3438,3545,308,326,264
8848,268,268,269,3374,3644,460,315,265
8849,268,268,268,3252,3650,808,327,265
8850,269,268,265,2361,3680,949,324,264
8851,268,267,265,927,3662,1007,307,263
8852,269,268,266,303,3680,2831,312,265
8853,267,268,265,276,3672,2744,315,264
8854,268,269,265,276,3663,2637,313,264
8855,268,268,264,278,3684,2612,306,262
8856,269,269,265,277,3666,2493,306,263
8857,269,269,264,279,3649,686,306,263
8858,269,268,265,280,3614,347,307,262
8859,268,266,264,273,3462,329,307,259
8860,269,268,262,261,832,302,304,260
8861,273,268,264,259,290,300,310,262
8862,302,269,263,257,288,295,314,263
8863,2312,273,264,258,288,301,320,264
8864,3950,322,271,258,291,299,316,263
8865,4084,3148,806,263,314,326,325,267
8866,4095,4076,3780,467,3493,3736,364,1548
8867,4095,4095,4095,3908,4076,4095,3892,3972
