row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
5132,4090,4095,4095,4095,4095,4095,4095,3732
5133,3976,4095,4095,4095,4095,4008,4052,958
5134,3092,4094,4088,4095,3896,2660,3652,262
5135,1181,3759,3638,3986,1464,286,303,253
5136,280,1135,332,2112,287,276,274,251
5137,269,278,267,266,286,274,273,252
5138,269,269,269,262,288,276,273,252
5139,268,267,270,264,319,277,272,252
5140,269,268,275,513,433,277,274,252
5141,270,269,300,3382,2664,281,277,253
5142,268,269,331,3468,3156,283,278,253
5143,269,269,313,3474,3449,289,280,253
5144,269,269,308,3420,3356,372,279,254
5145,269,268,304,2716,2936,566,285,255
5146,271,268,299,2150,1158,806,284,256
5147,268,268,293,362,866,2016,287,255
5148,268,267,290,352,741,3200,286,258
5149,268,268,289,2517,374,3276,288,257
5150,268,266,293,2648,301,3264,291,258
5151,268,268,536,2841,303,3262,288,258
5152,269,268,1181,3368,1600,3332,289,259
5153,269,268,1138,3484,3670,3336,291,258
5154,269,269,1162,3504,3712,3316,294,260
5155,269,269,1263,3512,3694,3304,292,260
5156,269,269,1308,3532,3668,2734,297,262
5157,269,269,1336,3510,3602,303,298,261
5158,268,268,557,3476,2116,292,294,260
5159,267,269,294,3432,295,290,296,261
5160,268,269,289,3388,291,289,297,261
5161,267,269,290,3372,286,286,298,261
5162,267,269,288,3388,293,290,302,261
5163,269,269,289,3375,301,288,298,261
5164,269,269,290,3404,311,287,299,260
5165,268,268,288,3400,315,287,300,261
5166,268,268,284,3384,313,286,297,261
5167,269,269,269,3260,308,284,291,261
5168,269,269,266,3060,306,283,290,262
5169,268,268,265,2996,303,283,289,260
5170,267,267,265,3052,298,284,289,259
5171,268,269,267,3093,292,281,288,262
5172,269,268,267,3158,289,277,286,261
5173,271,268,265,3068,283,278,285,260
5174,272,267,265,330,280,276,280,260
5175,290,269,264,259,279,277,275,260
5176,2036,275,268,258,282,279,274,260
5177,4042,1816,633,266,602,525,278,288
5178,4095,4056,3960,986,3793,3768,1798,3848
5179,4095,4095,4095,3912,4095,4095,4052,4095
