row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
45661,273,280,272,271,2688,3270,269,253
45662,275,294,284,285,3441,3496,272,253
45663,275,323,325,323,3548,3520,276,253
45664,277,605,1172,747,3572,3532,281,254
45665,276,1304,2381,1608,3584,3540,286,252
45666,276,1998,3136,2346,3592,3546,288,254
45667,277,2660,3528,3264,3596,3552,289,252
45668,277,2927,3554,3506,3599,3552,293,252
45669,275,3138,3564,3554,3590,3546,295,253
45670,275,3208,3564,3566,3576,3518,293,251
45671,276,3212,3564,3572,3548,3476,293,254
45672,276,3218,3560,3572,3484,3348,294,252
45673,275,3224,3552,3558,3244,2844,291,253
45674,276,3220,3525,3496,1673,748,293,253
45675,275,3232,3481,3400,309,281,277,253
45676,276,3224,3192,3016,276,273,272,253
45677,276,3228,2768,1976,274,272,273,253
45678,275,3237,2516,322,274,273,273,253
45679,275,3160,2750,276,276,272,273,253
45680,273,2857,3176,267,275,273,273,255
45681,273,2500,3439,270,276,273,274,253
45682,271,2060,3503,287,283,273,275,256
45683,273,1804,3532,329,329,276,277,256
45684,273,1440,3552,1172,1156,276,277,256
45685,272,1076,3560,2453,1462,276,276,256
45686,273,701,3567,3284,1548,276,276,256
45687,271,624,3569,3564,1630,275,274,255
45688,273,858,3572,3580,1713,274,271,254
45689,274,1471,3572,3577,1738,274,272,253
45690,274,1649,3569,3580,1822,274,273,253
45691,274,1738,3566,3580,1903,273,271,253
45692,275,1892,3564,3580,2013,273,272,255
45693,273,2100,3564,3580,2176,272,270,253
45694,273,2484,3564,3568,2548,272,272,251
45695,273,2924,3567,3576,3260,277,272,253
45696,272,3062,3564,3582,3484,284,273,252
45697,273,3060,3548,3580,3534,294,276,253
45698,273,2684,3512,3580,3566,418,276,254
45699,271,1583,3400,3572,3580,2494,277,255
45700,272,361,3209,3560,3590,3322,276,253
45701,270,289,2636,3524,3604,3424,275,253
45702,271,275,968,3337,3596,3528,277,254
45703,269,273,289,2144,3596,3534,278,256
45704,271,272,269,372,3581,3540,283,254
45705,270,272,265,278,3544,3538,292,254
45706,269,271,265,269,3513,3580,296,255
45707,270,272,264,265,3360,3588,295,255
45708,270,272,264,260,3012,3574,297,255
45709,270,270,262,260,2075,3548,288,254
45710,270,272,264,259,311,3564,287,255
45711,271,271,264,260,300,3558,288,256
45712,271,270,264,261,305,3505,286,254
45713,278,272,263,259,303,3168,290,254
45714,300,272,263,261,305,484,287,256
45715,1152,276,264,260,296,292,283,256
45716,3278,317,274,260,295,289,285,256
45717,3925,1348,311,264,309,298,287,258
45718,4004,3119,2216,269,912,381,288,265
45719,4015,3951,3860,383,3660,3432,295,632
45720,4021,4095,4095,3572,4060,4056,2476,3684
