row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
58650,278,285,2660,2958,2696,1495,266,251
58651,277,294,3140,3357,3240,2176,269,251
58652,276,298,3366,3500,3460,2604,273,252
58653,277,308,3468,3540,3524,2932,281,250
58654,277,322,3504,3551,3542,3221,292,252
58655,276,334,3516,3556,3548,3412,308,252
58656,276,350,3524,3562,3552,3503,342,252
58657,276,367,3528,3564,3552,3540,631,251
58658,275,402,3528,3568,3548,3548,1423,251
58659,277,524,3521,3565,3548,3548,2244,252
58660,276,680,3498,3560,3544,3545,2560,252
58661,275,728,3442,3521,3532,3534,2606,251
58662,275,714,3348,3272,3488,3486,2640,251
58663,274,685,3230,2462,3278,3261,2660,252
58664,275,653,3119,1357,2628,2806,2668,250
58665,275,628,3045,366,1477,2184,2682,250
58666,274,604,3013,299,352,1376,2688,251
58667,274,582,3009,283,291,442,2708,251
58668,274,550,3024,279,280,311,2718,251
58669,276,536,3040,276,277,288,2686,251
58670,276,530,3064,276,276,275,2436,251
58671,276,518,3100,274,276,272,1290,251
58672,274,505,3160,276,278,272,308,251
58673,274,498,3220,277,277,270,274,250
58674,275,471,3320,282,277,272,266,250
58675,275,453,3400,287,277,272,266,250
58676,276,428,3452,297,276,270,264,250
58677,276,384,3488,309,277,271,264,250
58678,275,347,3502,329,276,271,263,251
58679,276,324,3502,348,278,271,263,252
58680,276,309,3500,420,277,272,263,252
58681,276,296,3500,836,276,270,263,250
58682,275,290,3490,1263,276,271,263,251
58683,274,286,3474,1673,277,269,262,251
58684,275,285,3439,1993,278,269,262,250
58685,275,281,3388,2185,277,270,262,251
58686,275,280,3316,2421,276,269,263,250
58687,273,278,3240,2720,276,269,264,251
58688,275,278,3108,3028,276,269,264,250
58689,275,277,2804,3260,277,270,264,251
58690,275,276,2427,3348,277,269,263,250
58691,274,277,1993,3365,279,270,263,251
58692,274,277,1670,3388,285,269,264,251
58693,274,276,1578,3424,290,267,263,250
58694,273,276,1581,3464,293,269,264,250
58695,275,276,1604,3492,293,269,266,249
58696,274,276,1623,3508,292,270,264,250
58697,274,275,1649,3504,292,269,262,250
58698,274,276,1678,3500,291,270,263,251
58699,274,275,1704,3500,290,270,264,250
58700,276,274,1725,3496,289,269,265,251
58701,276,275,1704,3492,290,269,264,249
58702,276,275,1644,3490,289,270,265,250
58703,274,276,1512,3484,289,270,265,251
58704,275,276,1233,3464,286,270,263,250
58705,275,276,669,3402,281,268,264,250
58706,276,276,315,3208,276,269,264,252
58707,275,276,285,2188,276,269,264,252
58708,277,276,275,427,274,268,263,250
58709,285,276,270,287,275,269,264,251
58710,322,278,269,267,274,271,263,251
58711,1384,290,273,267,277,271,263,253
58712,3038,351,291,265,284,278,265,256
58713,3839,1612,624,275,341,320,268,276
58714,3992,2917,2336,303,2060,1912,287,1010
58715,4008,3804,3624,997,3624,3684,1230,3490
58716,4012,4068,4044,2560,4040,4076,3488,4028
58717,4014,4095,4095,3677,4095,4095,4046,4088
