row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
64926,277,316,2994,1072,2717,294,265,250
64927,277,515,3473,2760,3296,1040,267,252
64928,277,1370,3560,3453,3476,2996,272,257
64929,276,1989,3585,3590,3572,3540,284,299
64930,276,2350,3542,3588,3598,3567,1129,2449
64931,276,2440,3164,3516,3604,3576,3332,2862
64932,275,2536,2473,3052,3608,3569,3444,2820
64933,277,2628,2076,2391,3580,3556,3464,2757
64934,275,2697,2250,1457,3504,3484,3457,2290
64935,276,2641,2820,753,3017,3012,3412,634
64936,276,2313,3242,354,1322,1383,3288,279
64937,277,1927,3416,319,304,304,2224,260
64938,277,1519,3508,308,281,274,313,251
64939,276,1182,3536,301,278,269,269,251
64940,277,898,3550,304,276,269,267,250
64941,276,555,3561,320,276,270,265,249
64942,276,365,3566,370,277,269,264,251
64943,275,319,3560,792,277,271,266,252
64944,275,300,3548,1516,276,270,265,251
64945,275,291,3516,2139,278,271,264,251
64946,276,285,3428,2552,277,270,264,251
64947,273,281,3256,2876,279,270,264,250
64948,274,279,3044,3116,278,271,266,249
64949,273,277,2808,3220,281,270,264,250
64950,273,278,2620,3258,284,272,263,250
64951,274,276,2478,3329,289,270,263,250
64952,276,275,2236,3406,301,270,263,251
64953,273,275,1851,3472,318,271,264,252
64954,274,277,1233,3501,329,271,265,250
64955,274,275,455,3502,328,271,264,250
64956,275,277,324,3492,352,272,265,251
64957,276,275,304,3480,840,271,264,251
64958,275,276,301,3462,1332,271,263,252
64959,274,276,293,3373,1166,270,263,251
64960,274,276,283,3224,922,272,265,252
64961,274,277,276,2942,667,270,264,250
64962,273,276,271,2449,415,269,262,250
64963,273,275,270,2100,344,270,264,249
64964,273,275,271,2089,324,269,263,249
64965,274,274,270,2250,315,270,264,251
64966,275,276,272,2440,308,270,264,251
64967,273,274,271,2588,301,268,264,252
64968,273,275,272,2672,293,270,264,250
64969,280,274,271,2400,285,269,262,250
64970,302,276,269,1088,279,270,264,249
64971,822,277,270,307,276,269,262,249
64972,2382,290,270,274,275,270,264,250
64973,3588,349,279,266,276,271,265,251
64974,3956,1536,304,268,277,270,264,252
64975,4008,3182,1342,274,287,273,266,252
64976,4014,3972,3215,311,625,298,265,255
64977,4021,4095,4041,1862,3214,1988,271,268
64978,4024,4095,4095,3656,4029,3918,349,912
64979,4028,4095,4095,4088,4095,4095,3284,3585
