row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
279,293,2107,1776,290,284,277,266,253
280,294,2882,2772,300,281,276,265,252
281,291,3296,3322,323,282,278,266,251
282,290,3423,3494,601,288,284,264,250
283,291,3446,3516,1636,326,306,265,251
284,289,3454,3524,2696,1455,701,264,250
285,289,3458,3532,3276,2991,2065,265,250
286,290,3464,3540,3445,3484,2734,272,250
287,290,3471,3540,3494,3536,3240,292,251
288,291,3480,3540,3524,3546,3476,323,250
289,286,3472,3532,3536,3548,3502,326,249
290,282,3402,3493,3540,3544,3504,325,251
291,278,3246,3320,3456,3525,3500,322,252
292,276,3092,3028,3080,3436,3496,320,250
293,276,2988,2718,2468,2862,3464,316,251
294,281,2988,2543,1068,1823,3028,311,250
295,287,3070,2496,310,632,1516,304,251
296,293,3216,2633,281,324,308,285,252
297,297,3364,2958,286,329,277,269,252
298,300,3464,3300,347,1141,272,265,250
299,296,3503,3500,1776,2021,273,265,250
300,288,3496,3564,3114,2140,272,265,252
301,283,3428,3564,3538,2133,273,264,251
302,277,3278,3560,3564,2112,272,263,251
303,275,2927,3552,3560,2088,271,262,250
304,273,2422,3548,3552,2057,271,264,250
305,273,1728,3544,3550,2008,271,265,251
306,273,897,3534,3546,1906,270,263,249
307,272,397,3528,3534,1748,270,264,251
308,272,336,3526,3524,1418,269,262,251
309,271,338,3523,3516,516,270,264,251
310,272,348,3520,3494,291,270,264,252
311,271,370,3520,3450,277,270,263,252
312,270,430,3521,3384,274,270,265,252
313,272,560,3522,3304,274,270,265,251
314,271,691,3512,2889,274,271,264,251
315,272,571,3500,1934,272,269,264,251
316,271,346,3492,1221,272,268,265,249
317,272,312,3460,970,273,268,266,250
318,273,302,3090,801,272,269,265,250
319,280,286,1132,448,272,270,265,251
320,324,278,287,303,273,269,263,251
321,1966,283,271,276,276,270,263,250
322,3727,425,297,268,282,274,264,252
323,4004,2876,1967,295,410,312,265,255
324,4020,4000,3801,1529,3020,2054,272,269
325,4025,4095,4095,3644,4032,3940,530,1124
326,4024,4095,4095,4095,4095,4095,3870,3916
