row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
6823,3936,4095,4095,4095,4095,4095,4095,4095
6824,3776,4095,4095,4095,4095,4095,4095,4088
6825,3535,4095,4095,4095,4095,4095,4095,4050
6826,3112,4095,4095,4095,4095,4095,4095,3968
6827,2462,3956,4066,4095,4095,4095,4095,3684
6828,1806,3610,3892,4095,4046,3976,4095,3098
6829,1039,2972,3428,4072,3790,3552,4056,2264
6830,408,2332,2684,3924,3216,2698,3886,1238
6831,318,1490,1664,3384,2026,1320,3220,335
6832,301,697,692,2493,649,324,1864,285
6833,297,338,322,1404,305,285,347,267
6834,297,308,302,379,289,277,284,260
6835,298,298,310,302,292,283,272,260
6836,293,292,352,286,313,306,270,256
6837,292,289,1082,299,1217,1198,268,256
6838,296,291,2204,486,2804,2735,268,257
6839,298,295,2850,1892,3361,3144,267,255
6840,296,292,2861,2978,3044,2660,267,255
6841,290,286,2522,2860,1612,1134,268,254
6842,287,284,2141,1533,313,296,268,254
6843,290,285,1878,351,280,273,267,253
6844,291,285,1773,291,277,269,268,253
6845,287,285,1637,278,276,269,268,253
6846,287,282,1370,277,274,269,268,252
6847,285,282,1008,281,276,269,267,252
6848,285,281,635,287,273,270,268,252
6849,286,283,386,294,273,271,267,251
6850,285,283,338,298,276,269,268,249
6851,284,280,321,308,275,270,268,251
6852,284,280,308,330,275,271,268,249
6853,282,281,299,383,275,270,267,250
6854,284,280,294,587,274,270,267,249
6855,284,280,287,841,273,271,268,249
6856,285,281,282,1080,275,272,268,249
6857,284,280,280,1269,276,270,270,248
6858,286,280,277,1468,277,272,269,249
6859,285,280,276,1606,276,272,268,249
6860,285,282,274,1726,276,273,267,248
6861,284,280,273,1784,276,272,267,248
6862,285,281,271,1822,276,273,267,248
6863,283,281,271,1788,276,273,270,248
6864,283,281,271,1664,278,275,269,248
6865,284,281,272,1433,278,274,272,249
6866,284,280,270,1014,278,277,271,248
6867,282,280,269,536,279,276,272,248
6868,282,280,269,336,282,276,273,248
6869,284,280,269,308,288,277,274,249
6870,282,279,269,292,296,279,273,248
6871,283,279,269,285,306,279,272,248
6872,281,277,268,278,321,279,273,249
6873,281,278,268,273,354,278,273,248
6874,281,279,268,269,619,277,272,248
6875,281,277,267,266,1108,279,276,249
6876,280,278,267,265,1525,278,274,248
6877,281,278,266,263,1893,280,275,249
6878,280,278,267,262,2193,279,275,248
6879,280,278,267,263,2448,280,276,248
6880,280,275,267,264,2562,282,276,249
6881,278,276,268,263,2506,281,276,249
6882,278,277,267,263,2308,282,274,248
6883,277,276,267,263,2057,284,275,249
6884,279,275,267,261,1689,284,278,249
6885,283,276,267,262,1289,285,275,249
6886,324,276,268,261,729,288,276,249
6887,1804,281,268,262,305,287,275,249
6888,3672,330,272,261,281,283,276,250
6889,4064,2384,365,264,282,283,274,249
6890,4088,4000,3736,289,556,303,276,253
6891,4092,4095,4095,2777,3856,3276,281,270
6892,4094,4095,4095,4084,4095,4079,1072,1282
6893,4095,4095,4095,4095,4095,4095,3858,3692
