row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
47806,275,281,3081,1180,341,330,269,252
47807,275,281,3413,2636,1580,1431,283,253
47808,274,282,3438,3334,3016,2928,332,252
47809,275,282,3444,3465,3485,3480,1086,250
47810,271,279,3428,3468,3524,3500,1060,251
47811,271,279,3384,3470,3534,3498,946,251
47812,271,277,3300,3468,3520,3492,840,249
47813,271,274,2900,3460,3382,3492,644,251
47814,271,274,2252,3424,2956,3488,408,250
47815,271,271,1988,3332,1568,3470,334,250
47816,270,272,2158,3240,306,3402,277,250
47817,271,271,1766,3272,311,3278,266,250
47818,270,273,796,3400,342,3186,266,251
47819,271,274,738,3454,1059,3089,264,251
47820,270,273,723,3470,1408,2792,265,250
47821,271,273,331,3460,1583,994,265,250
47822,270,272,296,3416,1836,281,264,251
47823,271,273,286,3284,1685,272,264,251
47824,270,273,274,2856,2368,273,264,251
47825,272,274,270,2273,3017,274,262,251
47826,270,273,268,902,3196,276,263,251
47827,271,272,268,346,3340,284,264,251
47828,273,272,268,353,3460,285,265,253
47829,272,271,267,327,3486,298,265,253
47830,270,271,267,291,3500,359,264,251
47831,270,272,267,276,3494,362,263,250
47832,270,270,266,276,3487,337,264,251
47833,270,271,266,277,3490,311,264,251
47834,272,271,265,265,3360,283,264,251
47835,291,271,264,264,1616,269,265,251
47836,1986,279,265,261,278,268,264,249
47837,3964,1447,312,263,286,276,265,251
47838,4020,4062,3912,879,3375,2478,276,277
47839,4024,4095,4095,4095,4095,4095,3608,3764
