row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
7122,271,271,264,263,2532,278,273,262
7123,270,269,263,263,3252,298,274,297
7124,272,271,265,269,3428,1752,304,2670
7125,270,270,264,281,3508,3464,2986,3264
7126,270,270,265,313,3570,3560,3492,3309
7127,271,271,262,348,3596,3588,3564,3332
7128,270,271,265,370,3600,3584,3572,3310
7129,271,271,265,405,3612,3584,3588,3314
7130,270,270,264,552,3608,3592,3584,3284
7131,270,271,264,846,3592,3580,3573,3280
7132,270,271,265,1081,2988,3570,3616,3252
7133,270,271,265,1276,1614,3316,3529,2958
7134,271,270,265,1417,1593,1721,3458,353
7135,271,271,265,1487,2372,288,1596,259
7136,271,270,265,1660,2634,278,289,256
7137,271,270,265,1775,2479,277,281,256
7138,270,270,265,1826,2431,276,280,256
7139,270,271,265,1861,2408,277,284,258
7140,270,269,265,1874,2384,276,283,255
7141,269,269,265,1910,2344,274,282,256
7142,270,270,266,1955,2359,277,285,258
7143,271,273,267,1983,2300,276,282,256
7144,270,279,286,2104,2345,276,282,255
7145,272,286,1039,2545,2716,278,280,257
7146,272,298,3214,3064,3327,284,281,255
7147,271,299,3484,3432,3535,726,280,254
7148,271,300,3464,3510,3572,3172,280,254
7149,270,296,3340,3504,3594,3325,282,253
7150,270,288,2212,3436,3599,3321,280,255
7151,272,278,323,2860,3612,3300,277,256
7152,272,273,271,1264,3604,3284,280,255
7153,273,272,266,313,3596,2754,277,253
7154,272,273,265,296,3574,1482,275,254
7155,272,271,265,296,3532,345,273,255
7156,273,273,265,295,3492,279,273,253
7157,273,271,264,296,3464,272,274,253
7158,273,272,264,298,3438,273,272,254
7159,276,272,264,300,3406,272,273,253
7160,273,272,265,304,3380,272,273,253
7161,274,271,265,301,3340,272,274,252
7162,274,272,265,278,3276,272,272,253
7163,276,273,266,271,3200,272,273,253
7164,275,273,264,273,2476,270,272,255
7165,276,274,264,273,373,271,271,252
7166,275,273,264,267,278,270,272,252
7167,280,273,265,260,275,272,271,252
7168,345,275,264,260,273,270,272,251
7169,2934,308,272,260,275,270,269,251
7170,3983,2415,1080,267,294,280,270,252
7171,4014,4030,3909,850,3268,2448,277,281
7172,4020,4095,4095,3876,4084,4088,2937,3780
