row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
46274,3980,4095,4095,4095,4088,3940,4095,3030
46275,3400,4084,3982,4095,3720,2964,3888,298
46276,2176,3508,3168,3873,2302,751,1401,253
46277,386,1901,1426,2524,340,284,273,252
46278,292,333,303,401,284,276,266,252
46279,286,286,281,288,288,293,268,253
46280,286,282,285,278,346,960,268,253
46281,288,283,308,312,2479,3230,273,251
46282,285,280,852,1468,3544,3560,304,252
46283,286,279,2433,3240,3596,3576,331,252
46284,284,280,3196,3560,3608,3578,342,252
46285,285,280,3254,3576,3590,3528,363,252
46286,287,284,3305,3567,3380,2845,390,252
46287,285,287,3412,3528,1900,528,307,251
46288,285,287,3487,3268,317,282,268,253
46289,284,287,3493,3054,314,280,267,251
46290,286,284,3316,3236,1423,301,265,251
46291,284,281,3026,3512,3384,1497,265,251
46292,284,278,2302,3548,3596,3444,267,253
46293,285,278,380,3444,3612,3512,267,253
46294,285,279,284,2932,3620,3512,267,253
46295,285,278,275,1816,3604,3388,268,252
46296,285,277,273,627,3200,1266,267,257
46297,284,279,272,606,1660,279,269,740
46298,285,277,274,788,1410,276,280,2744
46299,284,277,271,942,2529,278,515,2636
46300,283,279,273,1124,3266,312,2688,2499
46301,285,278,272,1300,3544,2828,3374,1285
46302,285,279,272,1027,3567,3585,3464,288
46303,284,279,272,312,3525,3588,3434,269
46304,286,277,270,281,3208,3564,3300,252
46305,287,280,271,271,1444,3012,1540,253
46306,290,279,271,268,307,367,275,251
46307,304,282,272,269,281,275,268,254
46308,813,289,275,269,280,275,269,256
46309,2905,436,311,275,324,319,272,290
46310,4064,2724,2328,381,3084,3233,978,3360
46311,4095,4052,4057,3288,4095,4095,4029,4095
