row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
5323,3968,4095,4095,4095,4095,4095,4095,3823
5324,3820,4095,4095,4095,4095,4095,4095,3337
5325,3361,4095,4095,4095,4095,4076,4092,2105
5326,2494,4072,4094,4095,4072,3920,4006,369
5327,1131,3820,3948,4095,3887,2727,3574,271
5328,302,2734,2844,3981,2352,324,1138,256
5329,274,708,336,3324,361,300,289,254
5330,270,292,275,656,325,299,281,253
5331,268,273,269,272,327,296,277,252
5332,266,271,270,268,325,292,278,252
5333,268,271,268,264,347,312,277,253
5334,266,269,268,265,2158,571,278,252
5335,267,269,268,264,3573,2828,276,252
5336,266,268,269,271,3688,3532,280,251
5337,268,270,271,424,3748,3644,281,252
5338,268,268,275,2940,3736,3636,279,252
5339,267,269,292,3430,3633,3492,280,252
5340,268,268,357,3489,1996,2844,282,252
5341,267,268,1002,3468,325,473,282,252
5342,267,269,1583,3324,321,304,281,251
5343,268,269,1931,2768,309,293,279,250
5344,266,269,2316,1451,309,296,279,251
5345,267,269,2520,336,322,297,279,251
5346,265,269,2704,287,308,294,280,252
5347,267,270,2850,277,312,302,283,252
5348,267,268,2868,272,307,296,282,251
5349,268,269,2858,271,314,299,284,254
5350,267,270,2804,269,310,299,283,252
5351,267,269,2628,271,317,295,280,253
5352,268,269,2412,272,313,297,286,253
5353,267,270,2090,277,316,300,284,253
5354,266,269,1572,288,315,301,288,253
5355,267,269,756,321,330,314,285,253
5356,267,268,320,1435,925,328,284,255
5357,266,268,283,2954,3488,321,283,254
5358,268,268,273,3296,3705,331,286,255
5359,266,270,270,3016,3745,327,286,254
5360,267,268,270,2066,3727,340,291,255
5361,266,268,276,2279,3652,345,292,255
5362,265,269,296,3320,2400,327,292,256
5363,267,268,505,3428,360,330,290,255
5364,266,269,1566,3279,339,312,289,255
5365,268,269,2264,2168,319,308,296,257
5366,266,270,2814,376,322,329,306,257
5367,268,270,3008,288,324,317,303,258
5368,267,270,3132,275,330,334,314,259
5369,268,268,3200,272,342,349,315,257
5370,266,268,3206,268,342,336,313,257
5371,265,269,3200,268,348,345,324,259
5372,265,270,3220,269,362,365,325,260
5373,267,268,3232,267,356,353,330,263
5374,266,268,3256,269,372,368,338,264
5375,267,270,3276,269,357,348,334,264
5376,268,270,3220,272,382,424,373,267
5377,267,272,3076,279,396,402,351,266
5378,267,268,2653,299,413,696,487,267
5379,267,270,1961,1144,837,3226,639,270
5380,267,270,813,3234,3384,3804,874,269
5381,267,268,301,3568,3848,3880,1312,272
5382,266,269,277,3500,3839,3791,1272,272
5383,266,268,274,2928,3785,3076,1641,273
5384,270,268,274,328,2130,1889,1777,273
5385,289,270,276,282,1847,2276,1872,276
5386,1242,273,278,280,1868,2460,1949,279
5387,3540,310,288,284,2411,2856,2068,280
5388,3994,2261,2524,294,3320,3692,2468,350
5389,4041,3898,4000,1713,4043,4072,3204,3796
5390,4052,4095,4095,3984,4095,4095,4008,4064
