row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
41980,3924,4095,4095,4095,4095,4095,4095,3572
41981,3493,4095,4095,4095,4092,3924,4064,2063
41982,2658,3917,3992,4095,3736,2918,3540,308
41983,1414,3052,3156,3878,2188,695,1221,260
41984,332,1516,1258,2445,316,288,276,254
41985,293,329,301,349,320,317,268,253
41986,289,288,291,306,2620,1645,277,253
41987,287,285,513,1644,3516,3136,545,252
41988,288,292,2528,3366,3524,3470,954,253
41989,291,330,3461,3476,3492,3476,879,252
41990,302,1391,3498,3468,2952,3404,886,251
41991,322,2697,3460,3151,651,2424,790,251
41992,350,3364,2958,1984,288,376,306,252
41993,357,3520,1740,334,280,277,268,252
41994,353,3556,805,277,277,273,266,252
41995,335,3556,2060,277,278,272,265,252
41996,313,3522,3044,324,278,274,265,250
41997,296,3348,3505,2044,294,278,266,253
41998,290,2853,3540,3092,1495,289,265,253
41999,286,1942,3540,3442,3448,338,266,251
42000,290,1426,3542,3502,3516,541,266,251
42001,293,2190,3532,3504,3478,391,265,253
42002,296,3256,3364,3438,2644,305,266,252
42003,297,3400,2540,2010,312,277,266,253
42004,299,3418,2360,340,284,274,265,251
42005,296,3420,3136,382,363,278,266,252
42006,292,3192,3524,2532,2760,347,266,252
42007,287,2024,3472,3400,3374,2452,266,251
42008,286,333,2841,3480,3542,3407,271,253
42009,287,281,499,3381,3524,3492,290,251
42010,286,278,280,2268,3268,3480,281,251
42011,286,278,271,332,2347,3432,275,252
42012,285,278,269,271,324,2449,270,254
42013,286,277,270,265,284,293,268,253
42014,291,278,269,266,277,272,266,254
42015,315,281,271,267,278,274,266,259
42016,1182,292,280,268,294,305,272,285
42017,3122,801,395,282,1942,2784,660,2668
42018,4056,2760,2784,718,4004,4095,3892,4088
42019,4095,3992,4062,3296,4095,4095,4095,4095
