row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
6137,4005,4095,4095,4095,4095,4095,4095,3680
6138,3900,4095,4095,4095,4095,4095,4095,2728
6139,3444,4095,4095,4095,4095,4000,4044,920
6140,2328,4068,4092,4095,4000,3394,3820,287
6141,741,3734,3874,4072,3429,997,2259,261
6142,296,2456,2345,3887,472,290,308,256
6143,272,615,303,2378,321,290,278,253
6144,268,284,271,293,314,290,273,253
6145,267,273,271,268,303,286,273,253
6146,268,270,273,269,314,290,274,252
6147,267,270,269,264,317,295,274,252
6148,265,270,269,266,1441,334,273,253
6149,267,270,271,266,3327,1915,275,253
6150,268,269,271,271,3628,3218,274,252
6151,268,269,269,272,3672,3482,276,253
6152,268,270,270,317,3700,3524,276,252
6153,268,270,271,1932,3684,3536,277,252
6154,267,270,273,3080,3616,3407,280,251
6155,268,269,283,3332,2424,2736,281,251
6156,267,269,296,3372,371,776,281,252
6157,266,270,313,3384,365,303,281,253
6158,267,270,339,3316,336,297,281,253
6159,266,269,435,2898,322,297,281,252
6160,266,270,776,1849,341,304,283,251
6161,267,269,1153,686,337,306,284,251
6162,266,269,1396,333,350,307,281,251
6163,267,269,1477,317,352,304,280,251
6164,265,269,1476,309,337,295,281,252
6165,267,269,1430,307,332,300,281,252
6166,266,269,1284,308,341,301,282,252
6167,267,268,1000,320,331,305,283,254
6168,266,269,715,348,337,301,287,254
6169,267,269,357,892,348,310,289,253
6170,266,267,310,1700,382,313,288,254
6171,266,270,289,2878,1420,325,289,255
6172,266,269,277,3296,3548,334,290,256
6173,266,270,273,3224,3720,352,290,255
6174,267,269,271,2632,3752,365,290,255
6175,266,270,272,643,3738,356,294,255
6176,265,269,274,1506,3584,335,294,256
6177,265,270,281,3242,1069,334,297,256
6178,267,269,317,3364,493,332,302,257
6179,266,269,651,3168,384,335,308,258
6180,265,267,1464,1984,384,355,305,258
6181,266,270,1958,520,388,342,306,258
6182,265,269,2348,306,503,361,312,259
6183,265,270,2572,292,561,394,317,257
6184,266,269,2700,282,585,413,321,260
6185,266,269,2874,281,714,432,328,261
6186,267,270,2964,278,672,570,367,263
6187,266,270,2986,279,541,462,340,263
6188,265,269,2966,280,689,463,343,265
6189,266,270,2824,281,486,381,329,265
6190,266,269,2671,288,879,586,382,267
6191,268,268,2310,301,642,451,338,266
6192,268,269,1900,403,922,1002,333,265
6193,268,269,1074,1994,894,3528,313,265
6194,268,269,353,3364,3564,3798,341,266
6195,268,270,292,3477,3794,3772,349,265
6196,266,270,277,3492,3839,3764,384,264
6197,266,270,272,3096,3758,3260,466,268
6198,268,269,273,1277,3068,741,419,268
6199,277,270,275,279,994,856,644,268
6200,334,272,277,275,1100,1324,940,270
6201,2868,287,279,273,979,1133,728,269
6202,3912,1216,824,278,1981,2144,638,295
6203,4040,3796,3916,529,3948,4020,2556,3684
6204,4056,4095,4095,3960,4095,4095,4020,4085
