row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
33583,4095,4095,4095,4095,4095,4095,4095,3908
33584,3968,4095,4095,4095,4056,3796,4072,1484
33585,3384,4068,4000,4095,3356,2190,3084,260
33586,1991,3260,2958,3712,1611,324,296,252
33587,480,1682,1037,2033,305,279,267,252
33588,303,356,295,333,286,278,266,253
33589,293,293,277,280,312,285,266,251
33590,293,286,277,274,1791,292,268,250
33591,293,288,277,277,3368,298,267,252
33592,292,285,288,297,3528,299,265,252
33593,291,285,330,902,3565,300,266,250
33594,292,286,1441,2728,3524,289,266,250
33595,289,283,2372,3512,3118,277,265,250
33596,288,285,2580,3548,673,276,266,251
33597,287,285,2580,3358,286,274,265,252
33598,288,285,2526,2593,283,274,265,249
33599,290,284,2444,2416,284,272,266,251
33600,288,283,2258,2868,296,273,266,252
33601,288,284,1618,3379,345,273,264,252
33602,289,283,392,3456,1354,273,264,252
33603,289,282,300,3244,2412,273,265,251
33604,288,282,294,2649,2484,273,264,252
33605,287,282,463,2633,2216,273,265,251
33606,288,285,2674,3216,856,271,265,250
33607,285,294,3400,3529,299,272,268,252
33608,286,308,3544,3418,280,271,265,252
33609,288,327,3341,2344,278,272,267,253
33610,287,342,2824,345,278,273,265,253
33611,288,367,2820,284,284,272,266,253
33612,288,399,3336,294,917,272,268,251
33613,288,474,3544,1447,2904,272,267,253
33614,287,360,3580,3408,2831,272,267,251
33615,288,313,3308,3588,2606,272,268,251
33616,286,289,2284,3480,1813,270,265,252
33617,286,282,347,2136,303,271,264,253
33618,287,280,278,308,276,269,266,251
33619,293,280,272,270,277,269,267,253
33620,310,281,271,265,276,272,267,255
33621,1410,298,280,267,283,282,270,281
33622,3296,1046,522,282,1295,2061,348,3305
33623,4095,3164,3136,782,3932,4092,3820,4095
33624,4095,4068,4092,3308,4095,4095,4095,4095
