row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
39087,3960,4095,4095,4095,4095,4095,4095,4060
39088,3631,4095,4095,4095,4095,4095,4095,3921
39089,2968,4064,4084,4095,4094,4056,4095,2920
39090,1842,3631,3800,4089,3936,3528,3985,423
39091,558,2425,2518,3832,2532,1136,2581,263
39092,306,1041,594,2237,306,277,288,253
39093,289,329,294,355,278,271,269,252
39094,284,290,276,279,278,270,266,253
39095,284,285,274,269,277,271,265,253
39096,282,284,275,268,278,270,266,252
39097,281,282,288,270,278,272,267,251
39098,281,290,366,293,286,273,264,250
39099,280,321,1952,638,460,279,266,251
39100,279,724,2953,2565,3028,315,266,249
39101,278,1512,3472,3302,3503,2070,266,251
39102,277,1570,3564,3516,3520,2852,264,250
39103,279,1496,3569,3532,3374,2838,264,252
39104,278,1293,3560,3016,2133,2093,264,250
39105,278,797,3540,1336,308,343,265,251
39106,277,328,3493,339,285,284,265,250
39107,275,292,3230,316,296,290,265,251
39108,274,279,2257,1009,1533,1039,265,251
39109,274,277,431,2452,3412,3118,267,253
39110,276,276,295,2844,3574,3444,268,252
39111,276,277,285,2754,3580,3504,268,253
39112,277,276,306,3053,3584,3489,268,251
39113,276,275,405,3432,3578,3354,268,250
39114,276,276,641,3524,3576,2636,268,253
39115,277,277,653,3534,3436,550,267,251
39116,276,276,650,3540,2286,287,266,252
39117,276,277,629,3546,1258,279,268,253
39118,276,277,612,3548,2696,299,268,267
39119,276,276,397,3528,3502,1813,309,1402
39120,276,277,308,3444,3564,3546,3104,3092
39121,276,277,281,2636,3572,3580,3454,3068
39122,276,275,272,692,3520,3576,3460,2250
39123,276,275,271,294,2959,3472,3412,310
39124,276,275,271,274,1664,2162,3124,260
39125,277,276,270,270,300,300,611,254
39126,281,277,269,268,279,276,269,254
39127,297,277,271,268,279,275,268,254
39128,1416,292,273,266,280,277,267,257
39129,3852,1605,418,275,320,317,272,278
39130,4036,3957,3807,1590,3524,3258,875,2652
