row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
59987,4076,4095,4095,4095,4095,4095,4095,3940
59988,4044,4095,4095,4095,4095,4095,4095,3632
59989,3924,4095,4095,4095,4095,4095,4095,3200
59990,3674,4095,4095,4095,4095,4078,4082,1832
59991,3320,4095,4095,4095,4095,4010,4036,339
59992,2741,4078,4078,4095,4048,3801,3940,278
59993,1798,3910,3968,4095,3982,2904,3551,260
59994,931,3624,3814,4076,3501,532,1749,253
59995,314,2692,2696,3926,1138,325,301,253
59996,281,957,337,3212,612,315,284,252
59997,274,323,286,1878,454,314,285,253
59998,275,298,274,322,336,328,283,252
59999,273,276,269,275,343,300,281,252
60000,274,272,271,272,351,303,285,254
60001,272,269,269,264,348,320,279,252
60002,269,268,269,266,515,298,284,252
60003,271,269,269,269,1942,321,280,252
60004,271,269,266,267,2814,313,279,251
60005,270,269,268,285,3284,313,284,251
60006,270,269,272,717,3516,317,282,252
60007,269,268,277,2612,3384,573,285,251
60008,270,269,287,3020,3084,399,277,251
60009,271,269,307,3268,2533,1469,285,252
60010,270,269,316,3213,1588,1474,281,253
60011,271,269,387,2985,758,1933,281,253
60012,271,269,808,2176,328,2254,283,252
60013,271,269,1200,1362,317,2425,277,252
60014,269,269,1632,394,317,2638,281,252
60015,271,269,1846,313,308,2542,284,252
60016,271,268,2101,295,301,2144,278,252
60017,272,269,2430,278,306,1694,279,252
60018,271,268,2552,273,307,791,279,253
60019,271,269,2592,267,305,307,279,252
60020,269,270,2584,265,300,287,280,253
60021,269,269,2600,267,302,287,277,252
60022,269,268,2382,266,307,288,277,253
60023,268,269,2226,262,297,286,279,252
60024,271,270,2190,264,294,280,276,251
60025,269,270,2108,262,298,285,277,252
60026,270,269,2080,264,295,285,277,252
60027,270,270,2114,262,293,280,276,251
60028,270,268,2190,263,292,281,276,251
60029,270,270,2191,263,291,280,276,251
60030,270,269,2200,263,290,281,275,252
60031,272,270,2345,264,290,280,276,253
60032,270,269,2505,261,288,280,276,252
60033,270,269,2575,262,291,280,273,251
60034,270,268,2604,262,289,281,274,252
60035,271,269,2524,262,289,281,274,251
60036,270,268,2383,263,287,280,272,251
60037,271,267,2164,265,288,278,274,253
60038,269,268,1956,266,288,279,274,251
60039,270,268,1597,268,290,280,275,252
60040,270,269,1198,271,292,280,275,252
60041,270,269,428,278,303,280,272,252
60042,270,267,320,297,320,279,273,250
60043,270,268,295,374,339,277,271,251
60044,270,268,283,1381,346,278,272,251
60045,269,266,276,2258,351,277,272,251
60046,270,268,272,2898,336,276,273,251
60047,270,268,272,3156,315,276,270,250
60048,271,268,278,3186,294,278,270,252
60049,270,268,286,3140,283,276,271,252
60050,271,268,309,2856,280,276,269,252
60051,271,270,426,1836,280,275,268,252
60052,271,270,1239,339,279,274,269,250
60053,270,269,2080,274,279,273,268,251
60054,270,270,2396,264,279,274,268,252
60055,269,269,2329,262,279,273,268,251
60056,269,269,2072,260,277,273,268,253
60057,270,270,1494,258,276,272,267,250
60058,269,269,918,259,275,272,267,252
60059,270,270,509,259,276,272,268,251
60060,270,270,364,260,275,270,266,250
60061,269,271,344,260,274,270,266,250
60062,270,273,334,260,275,270,266,251
60063,271,272,331,259,275,270,266,251
60064,270,272,333,259,275,271,266,250
60065,272,273,341,260,274,268,265,251
60066,271,272,354,260,275,270,266,250
60067,271,271,366,258,274,269,266,250
60068,271,271,385,259,275,269,266,251
60069,270,270,454,258,275,271,265,251
60070,270,271,615,259,276,272,266,251
60071,270,270,812,258,274,271,267,250
60072,269,270,1048,257,274,271,266,251
60073,271,270,1320,259,274,274,267,250
60074,270,269,1716,260,275,281,267,251
60075,270,269,1988,258,276,299,266,249
60076,269,269,2204,259,276,531,265,252
60077,270,268,2228,261,276,2017,265,252
60078,269,268,2127,264,281,2581,264,252
60079,269,268,1752,271,298,2036,265,251
60080,271,269,853,283,1082,647,267,252
60081,270,269,331,315,2836,292,264,250
60082,271,270,291,1060,3148,274,265,250
60083,272,270,275,2274,2021,270,265,251
60084,273,270,267,1971,332,270,265,250
60085,277,271,265,624,281,270,265,251
60086,300,272,265,287,275,269,267,253
60087,862,277,268,264,276,272,266,256
60088,3027,303,281,262,287,285,270,271
60089,4032,1388,596,272,543,814,279,532
60090,4095,3172,2780,308,3229,3535,1314,3652
60091,4095,4070,4008,2008,4064,4095,3870,4086
60092,4095,4095,4095,3764,4095,4095,4095,4095
