row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
38747,275,300,2460,281,276,268,264,252
38748,277,320,3249,305,278,269,266,251
38749,275,372,3460,438,280,269,266,250
38750,276,1033,3498,1536,293,270,264,250
38751,278,1801,3522,2724,344,271,265,251
38752,280,2344,3532,3324,1059,272,265,250
38753,282,2649,3532,3450,1970,273,265,249
38754,286,2881,3530,3484,2972,279,264,250
38755,290,3068,3503,3496,3425,288,265,251
38756,291,3272,3310,3485,3508,307,264,250
38757,291,3405,2894,3444,3538,338,265,251
38758,289,3448,2564,3384,3552,843,265,251
38759,290,3438,2422,3354,3552,1601,267,252
38760,286,3377,2590,3358,3550,1729,266,250
38761,283,3268,2964,3380,3548,1714,267,251
38762,280,3073,3380,3424,3556,1916,266,250
38763,280,2776,3528,3476,3567,2442,267,250
38764,276,2303,3535,3505,3584,3054,266,250
38765,277,1582,3524,3512,3588,3228,267,250
38766,276,480,3498,3524,3596,3170,265,251
38767,277,312,3247,3516,3599,3100,267,251
38768,277,288,2430,3506,3598,3074,266,252
38769,277,281,1081,3477,3596,3204,266,252
38770,277,278,304,3358,3592,3406,267,251
38771,277,279,283,3112,3498,3412,272,250
38772,277,277,278,2908,2564,3256,279,253
38773,280,278,276,2778,351,2940,297,252
38774,278,280,278,2725,286,1980,859,253
38775,280,279,278,2724,293,580,1914,256
38776,280,278,277,2780,434,290,3118,259
38777,282,280,279,2834,1528,273,3276,260
38778,280,280,277,2732,2648,283,3344,260
38779,281,281,276,2200,3184,1207,3373,259
38780,281,280,273,1198,3436,3502,3384,259
38781,284,280,275,341,3324,3525,3396,259
38782,284,282,274,290,2874,3492,3400,257
38783,284,281,274,275,1256,3397,3354,255
38784,282,284,274,270,287,2470,2996,253
38785,285,282,274,270,278,297,1416,252
38786,289,282,273,270,275,269,273,252
38787,320,283,272,268,274,269,269,251
38788,1447,295,272,268,274,269,267,252
38789,3364,748,292,268,271,268,270,253
38790,3972,2784,1593,283,280,269,268,252
38791,4006,3928,3668,1148,1231,306,270,259
38792,4012,4095,4084,3327,3886,3616,333,2383
38793,4015,4095,4095,4044,4093,4095,3988,4036
