row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
35880,3993,4095,4095,4095,4095,4095,4095,4072
35881,3800,4095,4095,4095,4095,4095,4095,4044
35882,3356,4095,4095,4095,4095,4095,4095,4014
35883,3140,4095,4095,4095,4095,4095,4095,3980
35884,2829,4095,4095,4095,4095,4095,4095,3816
35885,1938,4008,4092,4095,4095,4072,4095,3460
35886,1320,3770,4012,4095,4053,3925,4088,2848
35887,400,3244,3768,4095,3910,3513,4036,1950
35888,301,2230,2920,4015,3456,2886,3940,1193
35889,290,1704,2208,3868,2624,1806,3492,336
35890,282,674,1021,3486,1732,956,3012,299
35891,279,363,348,2616,377,310,1800,273
35892,277,302,292,1349,293,280,358,262
35893,277,283,274,330,280,273,290,256
35894,277,278,269,280,277,271,273,254
35895,278,276,268,267,279,270,268,253
35896,278,277,270,262,287,270,268,253
35897,280,276,270,264,307,272,266,253
35898,279,277,272,271,756,276,266,251
35899,278,275,280,290,2349,283,265,252
35900,280,276,294,351,3076,295,266,252
35901,279,277,324,1758,3360,325,266,252
35902,280,277,672,2831,3343,683,266,250
35903,280,277,1519,3244,3034,1488,265,251
35904,281,277,1940,3308,2596,1969,266,249
35905,281,278,2308,3252,1920,2386,266,251
35906,280,278,2511,3054,1112,2704,265,251
35907,281,279,2628,2716,368,2929,266,251
35908,282,278,2740,2158,303,3029,266,250
35909,282,279,2841,1518,290,3036,266,251
35910,281,279,2890,869,284,2993,266,251
35911,283,278,2914,337,281,2908,266,250
35912,282,280,2895,305,278,2822,267,250
35913,282,279,2830,286,278,2705,266,249
35914,282,280,2690,273,275,2582,265,249
35915,282,280,2532,270,276,2482,266,250
35916,281,281,2366,269,276,2440,266,250
35917,282,280,2240,267,276,2386,265,251
35918,281,280,2127,268,277,2428,265,249
35919,283,282,1990,266,277,2424,265,249
35920,282,280,1988,268,276,2409,267,250
35921,283,281,2034,266,276,2346,266,250
35922,282,281,2095,266,275,2303,266,248
35923,281,280,2140,266,276,2264,264,249
35924,281,280,2186,266,275,2233,267,249
35925,282,280,2206,265,276,2240,266,249
35926,281,280,2232,265,276,2209,266,250
35927,281,279,2272,266,277,2176,265,249
35928,282,280,2292,266,276,2196,265,248
35929,281,281,2322,267,277,2216,266,250
35930,281,280,2348,267,276,2327,265,249
35931,282,280,2384,268,278,2421,267,249
35932,283,280,2424,266,277,2552,267,250
35933,282,282,2458,268,277,2600,266,250
35934,282,280,2460,269,278,2734,266,248
35935,283,280,2400,272,280,2920,265,250
35936,282,280,2268,275,282,2922,267,249
35937,283,280,2004,282,290,2831,266,248
35938,284,281,1714,288,300,2676,265,248
35939,284,281,1089,310,353,2301,265,249
35940,283,280,452,405,1423,1548,264,249
35941,285,280,312,1732,3094,401,265,251
35942,283,282,303,2500,3509,312,264,252
35943,284,281,307,3026,3480,304,264,250
35944,282,280,353,3183,3268,329,265,249
35945,284,282,1016,3224,2562,1037,264,250
35946,284,282,1977,2972,1354,2000,265,250
35947,284,281,2661,1961,322,2600,264,251
35948,283,283,2778,731,290,2796,265,250
35949,284,284,2652,305,281,2592,265,250
35950,284,285,2369,280,278,2238,265,251
35951,283,288,2008,272,278,1860,265,251
35952,284,288,1721,270,278,1546,266,250
35953,282,291,1532,269,278,1351,268,249
35954,284,292,1373,268,277,1266,268,250
35955,283,293,1308,269,277,1267,268,251
35956,284,293,1328,268,278,1334,269,250
35957,284,293,1327,269,277,1452,268,249
35958,282,292,1421,268,278,1738,268,250
35959,282,291,1597,268,278,2056,267,251
35960,283,290,1864,269,281,2399,267,249
35961,282,288,2228,270,280,2736,266,250
35962,282,283,2566,272,281,3017,266,251
35963,281,283,2808,277,288,3162,266,250
35964,281,284,2796,288,320,3098,267,250
35965,283,283,2476,325,1320,2744,266,250
35966,281,282,1823,1330,2996,2064,265,250
35967,282,284,841,2492,3476,1234,266,251
35968,284,282,313,3061,3256,322,264,251
35969,293,281,286,2604,2238,284,265,249
35970,379,283,277,1192,435,274,265,248
35971,2068,301,277,302,285,273,265,249
35972,3438,567,292,279,281,273,266,249
35973,3982,1916,384,278,290,279,266,252
35974,4076,3296,2156,299,352,303,266,257
35975,4088,4012,3684,1075,2420,1521,276,277
35976,4089,4095,4095,3065,3886,3663,652,1687
35977,4092,4095,4095,3992,4095,4095,3290,3720
