row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
51385,4044,4095,4095,4095,4095,4095,4095,3960
51386,3325,4074,4052,4095,4028,3821,4044,1486
51387,997,3032,2616,3820,2088,830,2000,255
51388,278,330,282,390,280,272,271,253
51389,273,272,265,261,276,270,267,252
51390,271,271,270,260,280,270,267,251
51391,271,271,294,297,297,271,268,252
51392,273,271,751,2904,2092,272,267,253
51393,271,284,2584,3478,3062,271,268,254
51394,273,333,3332,3510,3413,271,267,253
51395,272,644,3516,3512,3380,272,269,253
51396,274,731,3481,2934,3164,272,269,252
51397,273,789,3293,320,3093,272,267,252
51398,272,568,3044,269,3119,271,266,252
51399,273,315,3242,272,3158,273,267,253
51400,273,282,3420,286,3212,272,268,250
51401,274,273,2964,853,3249,272,267,251
51402,274,274,1721,2925,3352,271,269,252
51403,273,272,308,3452,3378,273,267,253
51404,273,270,287,3480,3366,276,270,253
51405,272,269,288,3438,3344,284,270,253
51406,271,268,294,3224,2688,435,269,253
51407,270,268,298,2254,782,2535,271,252
51408,272,268,299,1977,506,3312,272,253
51409,270,269,300,2094,295,3340,272,253
51410,270,267,305,3272,290,3312,273,253
51411,269,269,275,3354,513,3388,276,253
51412,270,269,267,2476,3236,3480,273,253
51413,268,269,264,335,3480,3394,274,252
51414,270,269,265,261,2752,1849,274,253
51415,269,267,263,258,279,273,273,252
51416,279,268,264,259,278,275,274,255
51417,2409,288,275,260,302,330,283,1499
51418,4093,3726,3764,812,4024,4084,3992,4084
