row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
8026,3932,4095,4095,4095,4095,4095,4095,4086
8027,3652,4095,4095,4095,4095,4095,4095,4056
8028,3226,4095,4095,4095,4095,4095,4095,4000
8029,2628,4084,4095,4095,4095,4095,4095,3890
8030,1944,4008,4086,4095,4095,4084,4095,3616
8031,1277,3820,4036,4095,4078,4030,4095,3141
8032,642,3484,3932,4095,4032,3910,4068,2428
8033,345,3032,3670,4084,3940,3576,4020,1461
8034,308,2422,3108,4032,3620,2849,3928,387
8035,292,1734,2274,3936,2896,1755,3592,293
8036,284,945,1109,3638,1464,355,2607,268
8037,278,333,310,2640,314,286,816,255
8038,277,290,276,817,288,275,291,252
8039,277,278,267,289,285,275,273,250
8040,276,273,266,266,284,274,272,249
8041,277,273,265,261,285,274,269,250
8042,275,273,265,260,292,274,270,250
8043,276,272,266,261,340,275,269,249
8044,275,272,265,261,1647,276,269,250
8045,277,273,265,263,2844,284,268,249
8046,276,272,266,272,3183,293,268,249
8047,277,269,267,289,3072,316,268,249
8048,275,271,270,353,2498,407,269,249
8049,276,272,273,1454,1390,940,270,250
8050,276,271,278,2422,346,1462,269,250
8051,277,273,284,2786,298,1850,269,249
8052,276,271,290,2824,289,2133,270,249
8053,277,272,302,2500,285,2234,270,250
8054,277,271,318,1945,283,2232,272,249
8055,277,271,342,1277,283,2165,270,250
8056,275,273,414,531,285,2089,272,250
8057,276,271,670,326,286,2013,272,249
8058,276,271,934,301,288,1948,273,250
8059,276,272,1164,287,288,1852,273,250
8060,276,270,1353,279,289,1757,273,249
8061,276,270,1504,274,290,1617,274,250
8062,274,270,1624,271,289,1508,273,249
8063,274,272,1716,267,287,1417,274,248
8064,275,271,1784,266,289,1396,274,249
8065,274,271,1821,266,289,1366,275,250
8066,275,271,1829,265,289,1370,274,248
8067,276,273,1820,264,288,1408,274,249
8068,276,271,1785,265,287,1484,274,250
8069,277,272,1720,265,286,1624,274,249
8070,277,273,1614,266,285,1835,274,248
8071,277,273,1442,265,284,2189,273,248
8072,276,272,1229,266,285,2664,273,249
8073,277,271,971,268,286,3028,274,249
8074,278,272,651,270,287,3264,275,249
8075,277,272,375,272,290,3392,274,249
8076,277,273,322,275,291,3452,273,249
8077,276,272,300,279,295,3468,273,249
8078,274,273,288,287,318,3464,275,249
8079,276,273,279,299,1330,3438,274,249
8080,275,273,273,328,3093,3384,273,248
8081,275,271,270,584,3550,3285,273,249
8082,276,273,266,1248,3612,2988,273,248
8083,276,273,267,1679,3628,2424,273,249
8084,277,272,268,2012,3645,1657,273,248
8085,276,272,272,2382,3646,716,274,249
8086,276,271,282,2836,3652,315,274,249
8087,276,273,305,3237,3644,296,275,247
8088,277,271,389,3420,3628,297,276,249
8089,274,271,1226,3470,3612,310,275,248
8090,275,271,1974,3488,3265,400,276,248
8091,275,272,2572,3488,1396,1460,276,249
8092,276,272,2917,3464,327,2424,277,250
8093,276,273,3100,3392,305,3008,277,248
8094,275,272,3188,3158,297,2928,274,249
8095,275,273,3204,2013,293,2464,277,248
8096,276,271,3189,335,296,1984,277,249
8097,276,273,3086,275,300,1590,280,250
8098,274,272,2796,264,301,1221,282,250
8099,275,271,2310,263,303,996,285,250
8100,275,272,1857,262,303,804,286,249
8101,275,272,1564,261,300,620,288,250
8102,276,273,1438,260,298,489,288,250
8103,275,272,1412,259,295,420,289,250
8104,275,274,1476,260,295,436,289,249
8105,275,274,1592,259,291,468,287,251
8106,276,272,1758,260,290,577,284,249
8107,274,273,1852,261,288,813,280,250
8108,276,271,1756,261,285,1272,278,250
8109,274,271,1373,263,286,2061,276,251
8110,275,272,572,269,285,2980,272,250
8111,276,271,308,282,288,3256,272,250
8112,276,272,280,387,518,3041,273,250
8113,276,272,269,2012,3168,1662,272,250
8114,277,272,268,2072,3158,296,271,250
8115,282,272,265,378,1192,280,272,249
8116,297,274,266,276,285,277,273,250
8117,378,275,266,262,280,277,271,250
8118,1621,283,269,260,281,278,273,251
8119,2624,303,276,259,285,282,274,257
8120,3528,555,304,263,305,307,275,277
8121,3964,2104,1498,275,1500,1754,294,847
8122,4056,3448,3412,355,3688,3862,1736,3316
8123,4072,4032,4068,2842,4076,4095,3857,3942
