row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
63844,271,359,3358,298,479,270,268,251
63845,271,376,3432,1757,1636,272,267,251
63846,272,372,3444,3374,3032,286,267,251
63847,270,361,3404,3407,3340,355,267,252
63848,271,347,3343,3410,3356,375,268,250
63849,272,339,2636,2377,3356,2696,268,251
63850,272,316,1981,304,2078,3150,268,252
63851,270,279,2761,264,331,3100,268,252
63852,270,271,3045,270,291,2850,269,250
63853,269,270,3048,288,277,2740,269,250
63854,269,269,3032,390,277,2744,279,250
63855,270,268,2412,1876,288,2804,281,252
63856,270,268,1401,2962,331,2904,279,250
63857,270,269,1140,3364,2965,3117,280,250
63858,268,269,303,3252,3448,3407,279,249
63859,269,269,267,2924,3538,3460,275,250
63860,270,267,264,348,3566,3436,268,249
63861,269,267,264,279,3548,3343,268,251
63862,269,268,264,316,3422,3156,271,252
63863,269,269,264,383,2772,2297,276,250
63864,269,268,265,418,301,715,277,251
63865,268,267,266,1260,279,862,274,252
63866,269,268,267,2916,278,1121,271,251
63867,269,267,268,3000,278,583,272,251
63868,269,269,269,3016,286,307,270,252
63869,270,267,271,3092,2168,2092,269,251
63870,269,267,268,2801,3012,3340,269,251
63871,269,269,267,2696,3512,3384,268,249
63872,269,269,266,2576,3456,3057,268,251
63873,269,269,266,284,2269,1118,267,250
63874,272,270,267,263,281,270,268,250
63875,285,271,268,259,277,271,267,250
63876,3108,282,271,260,279,273,267,253
63877,4093,3352,2411,267,548,336,271,273
63878,4095,4095,4095,2980,4010,4004,2088,3756
