row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
17513,4092,4095,4095,4095,4095,4095,4095,3976
17514,3988,4095,4095,4095,4095,4068,4095,3056
17515,3294,4084,4072,4095,4000,3504,3956,312
17516,1538,3490,3412,4008,2424,482,1616,254
17517,296,1592,896,2752,296,273,273,251
17518,275,297,274,305,276,271,268,250
17519,274,273,267,263,276,270,266,251
17520,273,272,267,260,276,270,268,251
17521,270,269,298,262,277,271,269,251
17522,270,270,2268,286,297,271,269,251
17523,271,271,3128,578,1420,275,270,250
17524,271,270,3369,2268,2488,282,270,253
17525,269,272,3458,3430,3420,285,269,252
17526,269,270,3470,3484,3568,284,269,252
17527,270,271,3466,3504,3564,284,269,252
17528,268,270,3406,3508,3569,282,267,252
17529,269,270,2452,3375,3566,281,269,254
17530,271,269,1460,2022,3572,279,268,253
17531,271,271,2352,824,3550,280,269,251
17532,271,270,3151,727,3474,276,269,251
17533,270,269,3245,1393,3374,274,269,252
17534,270,269,3320,3276,3232,273,269,253
17535,270,268,3384,3520,3116,276,267,251
17536,269,270,3368,3526,2946,281,268,252
17537,270,270,2920,3534,3197,308,272,254
17538,269,269,2350,3524,3596,367,272,254
17539,269,269,880,3500,3624,1740,269,254
17540,269,269,305,3480,3613,2872,272,252
17541,269,269,276,3436,3232,3304,272,253
17542,270,269,277,2848,2256,3278,271,251
17543,270,267,277,1174,1688,3296,274,253
17544,270,269,279,425,328,3260,273,254
17545,269,268,280,397,306,3252,274,254
17546,269,269,279,369,290,3236,274,253
17547,269,269,280,549,288,3178,275,253
17548,270,268,282,2330,299,3156,275,253
17549,270,269,286,2609,553,3078,275,252
17550,271,268,287,2584,2558,2928,273,251
17551,270,268,292,2996,3657,2572,275,253
17552,269,267,301,3470,3660,363,276,252
17553,269,268,291,3500,3644,294,276,253
17554,269,268,271,3454,3544,279,275,252
17555,269,268,268,2948,2718,277,273,252
17556,272,266,268,2356,320,279,274,252
17557,272,267,268,274,285,278,275,252
17558,279,268,268,261,285,278,276,252
17559,808,270,269,262,288,283,275,252
17560,3972,442,307,265,310,300,277,269
17561,4095,3972,3996,850,3908,3994,1880,3788
