row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
15509,270,270,266,259,514,2466,292,258
15510,269,269,267,259,1525,2897,288,256
15511,269,269,265,260,2831,3471,293,258
15512,269,268,267,258,3270,3572,295,257
15513,269,268,266,258,3400,3581,294,257
15514,269,269,265,259,3564,3564,293,256
15515,270,270,265,258,3574,3550,291,256
15516,268,269,263,260,3486,3165,295,256
15517,271,270,264,264,2744,1563,301,256
15518,269,269,264,265,1636,306,1393,257
15519,269,268,265,264,1663,296,1784,256
15520,270,268,265,266,1704,301,1983,256
15521,271,266,266,263,1764,317,2081,254
15522,271,267,264,261,2348,1668,2236,254
15523,270,266,265,261,3436,3508,2330,254
15524,271,267,264,262,3552,3544,1009,254
15525,270,267,265,262,3580,3510,312,253
15526,269,268,265,263,3580,3492,284,256
15527,270,268,264,261,3572,3506,275,256
15528,271,269,265,261,3564,3532,274,256
15529,271,270,265,263,3550,3532,318,256
15530,272,268,265,263,3502,2972,2296,256
15531,271,268,265,261,3406,2256,3222,267
15532,271,268,265,260,3368,295,3413,280
15533,272,268,265,259,3337,276,3292,391
15534,272,268,264,257,3288,276,2670,937
15535,272,269,266,258,3256,275,1753,576
15536,272,269,263,259,3169,274,385,370
15537,271,269,264,259,3032,276,512,333
15538,271,269,265,260,2888,274,811,312
15539,272,269,265,261,2742,275,1032,301
15540,272,268,265,260,2757,274,1125,294
15541,273,269,265,262,3124,276,1276,290
15542,273,269,265,259,3358,288,1456,284
15543,274,269,265,258,3340,298,1694,280
15544,274,269,265,259,2858,488,1964,278
15545,274,269,265,258,2268,3016,2836,275
15546,274,270,264,257,2009,3564,3498,272
15547,272,270,264,257,678,3550,3540,267
15548,273,268,265,257,338,3501,3468,258
15549,274,269,265,257,299,3312,3380,252
15550,273,270,264,258,283,668,2734,251
15551,274,269,265,260,281,274,284,252
15552,273,269,265,258,282,273,269,252
15553,272,271,265,259,280,273,270,253
15554,281,269,266,259,280,274,270,252
