row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
7580,349,2606,309,1864,1685,271,267,251
7581,373,2765,322,3416,2661,270,267,252
7582,406,3173,343,3452,2542,271,267,250
7583,524,3484,808,3440,2392,270,268,251
7584,380,3520,840,2700,2202,270,268,250
7585,292,3524,1454,340,1954,271,268,250
7586,275,3400,3468,679,1750,269,266,251
7587,273,2774,3512,3064,1526,270,267,251
7588,271,1498,3516,3540,1951,272,266,252
7589,269,317,3444,3532,3258,272,266,250
7590,270,277,3004,3511,3464,284,267,251
7591,271,269,346,3440,3544,326,268,252
7592,271,270,276,2596,3372,1724,267,253
7593,271,269,265,1880,425,2892,267,251
7594,272,270,266,2070,315,3196,266,251
7595,271,269,265,2356,300,3188,268,250
7596,270,268,265,2660,294,2983,266,250
7597,271,269,266,2917,293,3037,267,252
7598,269,270,265,3023,317,3244,267,251
7599,270,269,265,1798,3384,3074,267,251
7600,270,268,264,1551,3518,1337,267,253
7601,270,269,265,355,3164,285,267,253
7602,272,270,265,262,292,273,267,250
7603,273,269,264,258,276,272,268,251
7604,497,271,265,258,277,273,268,253
7605,4014,685,305,261,296,296,271,264
7606,4095,4062,3997,1077,3812,3880,1380,3672
