row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
52549,352,285,2027,276,279,269,265,251
52550,1388,332,3153,300,283,269,267,251
52551,1970,1932,3242,966,297,270,265,250
52552,1956,3300,3274,2640,359,270,267,249
52553,1807,3468,3334,3371,1332,270,266,251
52554,1358,3480,3304,3389,2342,272,266,251
52555,515,3444,3324,3400,3164,272,266,250
52556,300,3446,3326,3452,3204,280,266,250
52557,283,3438,3337,3425,3158,308,268,250
52558,274,3332,3372,2702,3332,649,268,251
52559,272,2856,3393,1337,3401,849,268,251
52560,271,1973,3436,546,3413,954,268,251
52561,270,514,3444,951,3336,1105,268,252
52562,270,290,3430,2381,2461,1244,267,252
52563,269,274,3301,3232,2380,1373,268,253
52564,270,272,2780,3406,3470,1541,267,251
52565,270,269,657,3409,3548,1666,269,251
52566,270,267,273,3268,3564,1761,267,252
52567,268,267,265,2352,3576,1832,269,251
52568,271,268,262,876,3560,2008,268,250
52569,270,268,264,288,3540,3017,270,251
52570,270,269,264,280,3508,3376,277,251
52571,270,268,263,269,3370,2552,352,252
52572,269,268,264,260,2798,1308,2588,256
52573,270,267,263,260,2616,299,3128,256
52574,270,268,262,260,2601,280,3338,257
52575,270,269,263,261,2841,296,3344,257
52576,269,268,264,262,3416,924,3348,257
52577,270,269,263,260,3032,3488,3356,256
52578,270,268,261,258,1380,3448,3300,253
52579,270,269,264,259,304,2702,2520,251
52580,269,269,264,257,283,278,303,250
52581,273,267,264,257,275,270,268,251
52582,361,271,264,256,278,275,270,258
52583,3748,378,320,264,909,2052,298,2380
52584,4095,3864,3956,1672,4028,4092,3949,4064
