row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
61354,3848,4095,4095,4095,4095,4095,4095,4095
61355,3182,4095,4095,4095,4095,4095,4095,4046
61356,2122,4036,4095,4095,4095,4095,4095,3880
61357,750,3538,3932,4095,4040,3940,4079,2810
61358,297,2080,2644,3972,3279,2444,3872,340
61359,278,346,327,2836,348,296,1566,258
61360,276,281,270,317,284,276,278,251
61361,277,272,265,265,285,277,270,251
61362,277,274,267,261,297,276,269,251
61363,276,273,267,263,1370,279,268,251
61364,277,272,271,288,3138,287,271,249
61365,278,273,284,1578,2982,314,270,249
61366,277,272,314,3052,1289,640,269,249
61367,277,273,808,2345,315,1612,270,248
61368,277,272,1760,421,295,2368,269,251
61369,278,274,2400,285,291,2884,271,251
61370,278,272,2740,269,292,3132,272,249
61371,277,273,2904,265,290,3215,273,249
61372,278,274,2972,265,292,3246,274,250
61373,277,273,2966,262,291,3280,273,249
61374,278,273,2936,262,293,3288,275,249
61375,277,274,2916,262,292,3300,277,250
61376,278,273,2908,261,292,3292,276,249
61377,277,272,2912,262,293,3292,277,249
61378,278,273,2921,263,292,3276,276,250
61379,278,273,2936,262,293,3250,277,251
61380,277,274,2933,262,293,3192,278,250
61381,277,274,2895,262,296,3092,278,250
61382,277,273,2784,262,297,2885,277,249
61383,276,274,2538,265,298,2536,277,249
61384,277,274,2190,266,304,2085,279,249
61385,278,273,1680,270,313,1508,280,249
61386,276,271,845,277,634,624,282,250
61387,278,273,319,303,2956,311,283,251
61388,277,272,286,1227,3628,302,285,251
61389,277,273,279,2868,3624,303,283,250
61390,277,272,289,3360,3492,319,279,250
61391,277,273,321,3356,2620,397,277,249
61392,277,273,777,3021,765,1199,278,250
61393,276,273,1660,1677,307,2015,276,251
61394,276,274,2312,315,294,2708,276,249
61395,275,274,2642,274,291,3112,276,251
61396,277,274,2676,263,288,3222,276,251
61397,276,275,2543,261,290,3214,278,250
61398,276,274,2344,261,291,3168,279,251
61399,276,276,2120,262,292,3124,281,251
61400,276,274,1896,261,292,3096,279,250
61401,276,276,1742,260,292,3100,282,249
61402,277,277,1645,260,292,3119,281,250
61403,277,277,1553,262,292,3148,284,250
61404,277,278,1500,261,293,3198,282,250
61405,277,278,1490,260,293,3284,285,252
61406,279,278,1513,261,296,3350,288,251
61407,277,276,1598,261,296,3412,288,252
61408,277,276,1773,260,296,3426,288,252
61409,276,275,2088,260,294,3412,288,251
61410,276,275,2492,261,296,3352,286,252
61411,277,273,2706,262,300,3084,287,253
61412,277,273,2462,266,309,2332,288,253
61413,277,274,1672,278,1837,1006,289,251
61414,277,273,333,648,3488,304,289,253
61415,279,273,277,2694,2526,295,288,254
61416,298,275,270,618,292,295,289,251
61417,899,279,269,269,288,298,289,253
61418,3168,334,282,263,293,308,296,261
61419,4032,2624,2296,281,2855,3540,337,2118
61420,4076,4056,4076,3176,4079,4095,3984,3956
