row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
24026,283,278,2568,271,1048,275,267,253
24027,283,280,3100,279,2806,275,268,253
24028,282,277,3284,288,3205,274,268,254
24029,282,278,3324,296,3312,275,268,252
24030,283,278,3332,301,3340,275,266,252
24031,281,278,3336,301,3332,274,267,253
24032,284,279,3352,301,3310,278,265,252
24033,283,279,3368,309,3252,285,266,251
24034,283,278,3392,329,3200,293,265,250
24035,284,278,3392,619,3204,295,265,252
24036,283,278,3290,1148,3245,294,265,251
24037,284,277,3036,1193,3312,297,268,250
24038,281,277,2830,1164,3402,317,264,251
24039,282,277,2776,1716,3504,845,266,251
24040,282,276,2836,2560,3556,1033,264,252
24041,283,276,2894,3370,3566,1220,266,251
24042,284,276,2926,3548,3562,2160,265,250
24043,282,275,2548,3544,3562,2815,265,250
24044,282,276,1897,3532,3552,2735,265,250
24045,283,276,1388,3524,3516,2644,267,251
24046,282,274,1295,3508,3092,2016,269,251
24047,283,276,1252,3478,1590,468,269,251
24048,282,275,1176,3446,303,281,270,253
24049,280,277,1081,3424,281,271,268,252
24050,282,275,1007,3406,277,270,268,253
24051,281,275,943,3382,278,271,269,252
24052,280,276,753,3364,277,269,269,252
24053,281,274,365,3340,277,269,270,251
24054,281,275,316,3328,277,270,269,253
24055,282,275,295,3296,278,271,270,251
24056,280,275,291,3284,277,272,270,252
24057,282,274,294,3288,284,271,268,250
24058,282,274,295,3312,293,270,269,252
24059,281,275,296,3337,295,271,268,251
24060,283,273,292,3312,292,271,269,253
24061,281,273,283,3177,289,269,271,252
24062,282,273,274,2993,287,269,269,251
24063,282,276,271,2888,284,270,272,252
24064,282,275,272,2221,279,271,271,252
24065,284,277,269,325,275,271,271,253
24066,296,276,268,274,275,271,271,253
24067,483,278,268,264,276,272,271,253
24068,2532,299,276,264,277,274,273,253
24069,3924,1140,322,267,289,281,274,255
24070,4095,3192,2356,293,1376,895,277,286
24071,4095,4047,3888,1437,3744,3790,777,3048
24072,4095,4095,4095,3497,4095,4095,3922,4060
