row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
3759,286,446,266,257,2140,312,273,252
3760,289,1726,273,261,1957,447,269,253
3761,289,2604,272,258,2041,1028,271,252
3762,287,2956,274,259,2220,1159,269,252
3763,289,3020,283,260,2660,1350,270,252
3764,287,2961,293,259,3134,1508,269,251
3765,288,2890,318,260,3232,1681,269,252
3766,286,2808,414,260,3176,1796,268,250
3767,286,2754,595,260,3164,2109,268,252
3768,287,2721,620,260,3101,2691,270,252
3769,286,2688,697,261,3092,3224,269,252
3770,286,2689,742,262,2936,3430,269,253
3771,287,2664,763,260,2385,3478,271,252
3772,286,2654,796,261,1502,3492,272,252
3773,286,2648,818,261,1011,3512,273,251
3774,286,2660,836,261,1066,3518,273,251
3775,286,2660,945,262,1273,3528,275,251
3776,287,2649,1262,264,1956,3540,289,251
3777,288,2654,2016,273,3119,3556,335,253
3778,288,2621,2702,299,3548,3564,567,253
3779,288,2564,3268,1100,3592,3572,1920,253
3780,290,2549,3516,2884,3604,3572,2787,252
3781,292,2624,3540,3424,3613,3576,2925,251
3782,294,2721,3544,3480,3624,3584,3022,251
3783,295,2904,3548,3502,3631,3580,3064,252
3784,295,3180,3548,3514,3630,3576,3052,251
3785,296,3370,3554,3524,3620,3566,3012,252
3786,298,3420,3556,3520,3612,3560,2992,252
3787,298,3426,3548,3520,3592,3516,2968,251
3788,296,3420,3538,3496,3540,3360,2918,251
3789,296,3343,3476,3460,3138,2200,2652,251
3790,290,3116,3356,3228,1160,311,462,250
3791,288,2740,3200,1684,286,273,270,251
3792,289,2128,2982,297,277,270,267,251
3793,289,1583,2862,269,274,269,267,250
3794,290,1108,2718,264,273,269,268,251
3795,290,1116,2616,263,274,270,267,251
3796,292,1331,2528,265,273,269,268,250
3797,296,1804,2414,265,275,269,269,251
3798,304,2368,2288,263,273,270,267,250
3799,319,3016,2190,263,274,269,269,251
3800,327,3260,2205,262,274,268,267,252
3801,340,3460,2147,261,276,268,267,252
3802,338,3533,2134,262,275,268,266,249
3803,330,3556,1892,261,274,270,268,252
3804,318,3532,1309,262,274,269,266,249
3805,306,3416,376,262,273,271,267,252
3806,300,3038,303,259,273,269,267,250
3807,294,2096,285,261,274,270,269,252
3808,292,636,272,261,274,270,269,252
3809,291,298,267,261,275,271,269,252
3810,296,282,266,260,274,271,268,252
3811,322,280,265,259,275,270,269,252
