row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
4726,3839,4095,4095,4095,4095,4095,4095,3410
4727,3180,4095,4095,4095,4093,4040,4095,1493
4728,2204,3988,4044,4095,3956,3684,4025,286
4729,1134,3471,3662,3996,2693,1279,3744,255
4730,322,2163,2336,3402,317,282,2248,252
4731,291,407,309,369,283,278,340,252
4732,285,285,270,265,282,276,287,252
4733,283,274,265,261,283,277,275,251
4734,283,275,264,261,363,276,272,250
4735,286,279,266,266,2222,276,273,253
4736,285,303,268,286,2980,278,274,252
4737,284,1258,274,292,3516,290,274,251
4738,285,2672,289,292,3513,302,275,250
4739,284,2960,332,290,3488,1025,274,252
4740,283,2852,376,279,3416,2133,275,251
4741,281,2396,1048,265,3366,3232,273,252
4742,281,1656,2328,259,2959,3444,275,252
4743,282,996,2916,259,1645,3500,277,252
4744,281,594,3020,261,1248,3512,276,253
4745,283,331,3252,266,1207,3540,275,252
4746,281,302,3428,275,431,3544,276,253
4747,283,293,3470,280,297,3564,277,252
4748,282,287,3455,285,296,3556,277,253
4749,282,280,3457,331,298,3576,278,252
4750,283,281,3480,1154,304,3580,276,253
4751,283,322,3520,1384,2042,3584,275,253
4752,283,1890,3550,2476,3630,3572,273,253
4753,283,2940,3564,3509,3644,3500,276,253
4754,282,2876,3560,3549,3633,3389,272,252
4755,281,1426,3524,3540,3612,3294,272,253
4756,281,310,3296,3524,3204,2174,272,252
4757,280,275,2048,3500,325,281,272,250
4758,281,273,764,3474,280,272,271,253
4759,279,272,701,3441,278,271,270,252
4760,280,272,704,3412,278,271,271,252
4761,280,272,329,3396,279,272,270,253
4762,280,273,288,3368,280,273,272,251
4763,281,272,284,3356,279,274,269,251
4764,280,273,284,3348,278,272,271,253
4765,281,272,286,3324,279,271,272,252
4766,281,272,279,3180,277,272,272,252
4767,281,272,266,2640,276,271,273,251
4768,283,271,264,288,276,272,272,252
4769,285,273,263,259,277,272,269,252
4770,321,274,265,257,278,274,270,252
4771,2348,296,272,260,281,275,271,253
4772,4052,2445,2120,277,1080,344,277,294
4773,4095,4082,4094,3116,3976,3848,2486,3777
