row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
6896,3460,4095,4095,4095,4095,4095,4095,3648
6897,1430,3908,3988,4095,4014,3672,4056,1814
6898,284,1836,2066,3880,2383,1199,3133,285
6899,269,306,292,1868,290,276,365,255
6900,270,273,267,299,276,269,274,253
6901,270,269,261,260,274,269,269,252
6902,270,268,262,257,276,268,268,252
6903,269,268,263,256,276,268,268,251
6904,270,267,262,257,276,269,268,250
6905,270,267,261,257,274,270,266,251
6906,269,269,262,257,274,267,267,249
6907,272,268,262,256,274,268,265,251
6908,271,269,261,256,274,269,268,250
6909,274,272,261,257,273,267,267,249
6910,276,293,267,258,275,268,268,249
6911,276,418,275,257,274,270,268,253
6912,275,2280,295,259,278,274,266,250
6913,274,2982,350,260,291,294,266,250
6914,274,3236,1628,268,1236,1544,265,250
6915,276,3244,3181,377,3332,3320,266,250
6916,275,3262,3456,2920,3516,3448,266,251
6917,276,3169,3464,3422,3532,3468,266,250
6918,274,2446,3422,3436,3532,3481,272,249
6919,272,779,3304,3438,3518,3480,280,249
6920,273,297,2988,3428,3438,3412,301,250
6921,272,272,1092,3279,2076,3188,1020,249
6922,271,270,284,3002,305,3112,1140,251
6923,271,271,267,2522,330,3280,1166,252
6924,271,270,265,374,2660,3490,1990,252
6925,272,270,265,282,3488,3556,2953,249
6926,271,269,264,276,3572,3564,3172,250
6927,271,270,264,313,3572,3564,3152,250
6928,273,270,265,385,3584,3540,3096,249
6929,272,269,265,380,3566,3428,3056,250
6930,271,270,265,432,3492,2442,3020,249
6931,273,269,264,424,3360,420,2616,250
6932,272,269,264,480,3221,280,320,246
6933,272,269,264,673,3288,282,267,252
6934,273,270,265,892,3476,533,292,276
6935,274,269,264,924,3524,2900,2312,322
6936,272,268,263,644,3535,3550,3420,317
6937,273,270,261,310,3532,3556,3468,306
6938,274,270,262,277,3484,3546,3472,273
6939,275,272,263,268,3374,3512,3432,255
6940,273,271,264,261,3168,3329,3278,251
6941,272,269,264,258,1685,1668,2633,250
6942,274,269,265,259,282,280,367,250
6943,274,269,263,257,276,269,268,250
6944,274,268,262,257,273,268,264,250
6945,275,269,263,258,273,269,265,250
6946,275,270,262,257,273,268,263,250
6947,275,268,263,257,272,268,264,252
6948,280,269,263,257,273,267,264,251
6949,515,270,263,257,273,268,264,250
6950,2860,289,265,257,274,268,266,250
6951,4095,2244,376,262,278,268,266,255
6952,4095,4095,4064,1126,3060,1478,278,337
6953,4095,4095,4095,4095,4095,4095,3256,3904
