row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
7307,3951,4095,4095,4095,4095,4095,4095,4040
7308,3796,4095,4095,4095,4095,4095,4095,3976
7309,3474,4095,4095,4095,4095,4095,4095,3866
7310,3198,4095,4095,4095,4095,4094,4095,3644
7311,2700,4068,4093,4095,4094,4037,4095,3196
7312,1885,3876,4028,4095,4032,3860,4084,2670
7313,1196,3516,3797,4095,3828,3488,4032,2040
7314,422,3002,3402,4052,3456,2808,3836,1216
7315,306,2112,2633,3944,2761,1930,3288,364
7316,288,1064,1450,3592,1866,1121,2860,317
7317,285,671,696,2831,769,347,1980,289
7318,279,331,318,1871,320,293,807,272
7319,278,292,285,629,290,283,325,266
7320,278,284,277,331,284,279,299,263
7321,277,281,273,300,282,277,283,260
7322,278,277,271,283,280,277,277,259
7323,278,278,274,273,282,283,274,260
7324,278,276,276,266,291,295,273,258
7325,278,276,283,269,320,320,272,257
7326,277,276,293,272,438,424,270,256
7327,278,276,310,279,1368,1205,269,257
7328,278,275,344,294,2196,1844,272,257
7329,277,276,862,371,3140,2444,270,256
7330,278,276,1168,1231,3436,2652,270,256
7331,277,276,1314,2288,3508,2690,268,257
7332,277,275,1388,2942,3500,2682,266,256
7333,277,274,1368,3252,3465,2607,268,255
7334,278,275,1270,3434,3260,2534,267,253
7335,277,273,1049,3432,2814,2440,269,254
7336,278,274,475,3279,2158,2381,269,256
7337,278,276,342,3018,1509,2328,268,255
7338,276,273,309,2508,736,2265,267,254
7339,276,275,290,1450,311,2156,268,253
7340,276,274,278,520,289,2094,267,256
7341,276,275,271,308,281,2008,268,255
7342,276,273,268,280,279,1978,267,253
7343,277,274,267,274,279,1952,268,253
7344,277,275,268,269,278,1948,266,254
7345,277,275,270,266,278,1947,269,252
7346,277,273,267,264,278,1952,268,251
7347,276,274,268,264,279,1944,268,252
7348,277,274,267,264,277,1940,268,252
7349,277,273,267,264,277,1940,265,252
7350,276,274,268,264,277,1944,267,253
7351,276,274,267,262,278,1913,268,253
7352,277,273,265,262,277,1889,268,251
7353,276,273,267,262,277,1871,267,252
7354,276,273,267,261,278,1836,266,250
7355,277,273,267,262,278,1800,266,250
7356,276,273,266,261,278,1720,265,250
7357,275,274,267,262,279,1608,265,249
7358,274,273,267,262,280,1516,266,251
7359,276,272,267,260,279,1457,264,250
7360,276,272,266,261,280,1426,264,249
7361,276,273,267,261,285,1344,265,250
7362,275,274,266,264,297,1300,266,249
7363,276,275,268,263,331,1218,265,248
7364,275,273,271,269,990,1204,265,249
7365,276,275,278,279,2137,1160,264,248
7366,274,274,289,308,2940,1062,264,249
7367,274,275,327,883,2861,762,265,248
7368,275,275,1188,2545,1625,344,264,249
7369,276,274,2414,2952,381,307,265,248
7370,276,274,2880,2052,288,280,265,248
7371,276,275,2884,351,278,272,263,248
7372,276,277,2433,280,275,270,264,251
7373,275,278,2013,267,275,270,265,248
7374,277,281,1305,263,274,269,265,250
7375,276,286,947,262,274,270,265,250
7376,277,288,776,261,276,268,265,250
7377,277,292,601,260,276,269,265,250
7378,276,292,560,260,276,269,264,250
7379,277,291,598,260,276,268,264,250
7380,276,290,619,260,274,268,263,250
7381,274,289,672,261,274,269,264,250
7382,276,287,828,260,273,269,264,249
7383,276,284,981,260,274,271,264,250
7384,275,284,1032,260,274,270,265,249
7385,276,283,1099,261,274,270,264,250
7386,276,280,1169,262,273,274,264,250
7387,276,279,1273,261,274,283,264,250
7388,274,279,1342,262,273,303,264,250
7389,276,278,1468,261,275,333,266,250
7390,275,276,1637,262,274,365,265,249
7391,274,274,1934,260,275,532,266,250
7392,274,274,2308,260,275,900,265,251
7393,273,273,2605,261,277,1284,266,251
7394,275,272,2686,262,277,1576,265,251
7395,276,273,2360,266,282,1800,266,250
7396,275,272,1785,274,301,1925,264,250
7397,274,270,756,301,1314,1847,264,250
7398,275,271,302,1099,3055,1398,265,249
7399,275,273,275,2620,3076,336,265,250
7400,282,272,268,2176,1264,278,266,250
7401,301,273,267,346,291,270,266,249
7402,601,276,266,271,277,270,266,249
7403,2297,289,268,262,276,272,267,250
7404,3716,522,300,263,288,284,269,258
7405,4078,2910,2599,281,1932,1718,283,389
7406,4095,4048,4054,1994,3996,4020,2156,3596
7407,4095,4095,4095,3988,4095,4095,4004,4037
