row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
6893,3982,4095,4095,4095,4095,4095,4095,4076
6894,3886,4095,4095,4095,4095,4095,4095,4068
6895,3855,4095,4095,4095,4095,4095,4095,4032
6896,3598,4095,4095,4095,4095,4095,4095,3988
6897,3092,4095,4095,4095,4095,4095,4095,3872
6898,2284,4044,4088,4095,4095,4079,4095,3592
6899,1724,3887,4044,4095,4079,4028,4095,3213
6900,1259,3668,3951,4095,4024,3932,4088,2792
6901,690,3392,3788,4093,3884,3576,4049,2089
6902,338,2884,3492,4060,3657,3105,3966,1257
6903,309,2252,2908,3996,3320,2584,3776,388
6904,294,1514,1997,3823,2584,1744,3480,312
6905,289,1146,1336,3404,1396,484,2752,279
6906,280,370,381,2820,653,323,1873,269
6907,281,317,303,2022,314,293,1033,262
6908,278,309,296,1482,297,281,339,257
6909,278,291,282,849,286,276,296,253
6910,279,281,272,306,280,271,276,252
6911,278,280,270,286,277,271,270,253
6912,279,278,271,274,277,271,269,253
6913,280,277,269,268,277,271,267,250
6914,277,278,270,265,276,270,268,250
6915,276,279,271,264,278,271,266,250
6916,277,281,271,264,284,272,266,250
6917,277,282,272,261,295,273,267,252
6918,279,287,284,261,351,273,266,251
6919,277,289,308,264,1599,274,267,249
6920,277,288,509,269,2697,273,267,250
6921,276,285,1584,284,3284,273,266,249
6922,275,283,2588,313,3409,274,265,250
6923,277,280,3100,420,3424,273,265,249
6924,276,277,3324,2095,3440,274,267,250
6925,276,276,3232,3012,3436,273,265,250
6926,277,274,2996,3360,3433,273,265,250
6927,276,274,2560,3424,3422,274,265,248
6928,276,273,2232,3420,3368,274,265,248
6929,278,273,1500,3396,3264,274,264,250
6930,277,274,445,3320,2706,275,265,249
6931,278,274,298,2988,1897,277,265,249
6932,277,274,282,2287,1441,277,265,249
6933,276,274,271,992,1130,278,266,248
6934,276,273,268,329,906,277,267,250
6935,274,273,268,296,815,278,267,248
6936,276,274,269,274,790,280,266,248
6937,275,274,268,266,751,279,265,248
6938,276,273,267,262,598,280,265,247
6939,274,273,267,261,629,282,265,249
6940,274,273,268,262,577,283,264,248
6941,275,272,268,261,501,283,265,248
6942,275,272,268,261,500,285,264,247
6943,275,274,268,261,522,284,264,249
6944,275,274,270,262,589,284,265,249
6945,275,273,270,264,823,284,265,249
6946,275,275,280,270,1176,287,264,249
6947,276,274,290,286,1722,288,264,248
6948,276,275,317,319,2192,288,265,249
6949,275,273,733,1034,2780,288,264,248
6950,275,276,1894,2532,3256,288,264,247
6951,275,275,2456,2968,3352,290,265,249
6952,276,276,2964,3214,3208,292,266,249
6953,274,276,3156,3003,2700,297,264,249
6954,276,278,3200,2401,2030,304,266,249
6955,276,279,3072,910,759,330,264,248
6956,275,284,2814,312,321,377,265,249
6957,276,288,2520,284,294,588,264,247
6958,273,294,1999,269,284,784,265,248
6959,276,300,1599,264,280,524,264,248
6960,276,314,1105,262,278,331,264,248
6961,275,324,718,261,275,291,265,247
6962,276,336,824,261,276,274,263,249
6963,276,349,659,260,275,270,263,247
6964,276,360,730,261,274,269,262,248
6965,276,371,1062,261,274,270,265,249
6966,276,386,615,260,277,273,263,247
6967,277,400,810,259,277,284,265,248
6968,275,404,808,260,290,314,265,249
6969,277,392,909,260,315,548,265,246
6970,277,369,910,260,401,1251,263,247
6971,276,349,913,260,651,1595,264,248
6972,276,333,820,261,815,1845,265,249
6973,277,320,829,260,793,1935,265,250
6974,275,313,843,260,500,1890,264,249
6975,276,302,679,260,332,1804,266,249
6976,276,291,990,259,304,1615,264,249
6977,276,284,946,261,288,1393,265,250
6978,276,280,1492,260,283,1025,265,249
6979,276,277,1967,261,280,579,264,249
6980,276,273,2394,261,283,348,263,249
6981,276,272,2538,263,299,304,264,249
6982,275,273,2508,266,325,293,263,249
6983,277,272,2092,272,821,282,265,250
6984,276,270,1487,283,2136,276,265,249
6985,277,272,417,330,2982,270,264,247
6986,279,272,293,1376,2464,270,264,248
6987,284,272,276,2086,1168,270,265,247
6988,299,272,269,2028,353,271,265,248
6989,332,271,267,1055,293,269,263,249
6990,598,272,265,336,280,269,265,248
6991,1892,279,267,273,276,269,265,247
6992,3375,307,270,262,275,272,264,249
6993,3996,1152,311,262,284,277,265,251
6994,4092,2972,1522,268,324,297,269,257
6995,4095,3912,3544,314,2190,1218,273,279
6996,4095,4095,4072,1728,3806,3548,338,1376
6997,4095,4095,4095,3678,4088,4092,2936,3692
