row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
36483,1112,3192,2612,270,278,270,265,252
36484,1180,3448,3268,448,293,276,265,252
36485,1236,3466,3432,2568,324,300,264,250
36486,1282,3468,3452,3088,1557,584,266,251
36487,1164,3468,3454,3353,3260,1464,266,251
36488,712,3469,3460,3428,3516,2508,266,251
36489,326,3452,3460,3444,3532,3096,267,251
36490,286,3349,3456,3448,3538,3301,267,252
36491,275,2556,3430,3450,3544,3420,266,251
36492,269,1164,3185,3441,3542,3454,266,251
36493,266,312,2089,3425,3534,3468,269,251
36494,266,285,416,3389,3534,3480,271,251
36495,268,274,288,3220,3532,3492,278,250
36496,267,271,274,2414,3528,3500,288,251
36497,267,270,268,1145,3524,3508,336,251
36498,268,270,265,311,3520,3516,1132,250
36499,267,270,265,279,3524,3522,1256,252
36500,268,269,265,276,3540,3528,1314,251
36501,266,271,268,349,3552,3534,1350,252
36502,267,271,280,2620,3560,3534,1386,251
36503,266,269,309,3226,3560,3520,1445,252
36504,266,269,1428,3412,3542,3471,512,252
36505,268,270,2636,3464,3476,3180,293,251
36506,268,269,2661,3478,2697,2536,278,250
36507,267,270,2624,3469,762,1310,270,251
36508,268,269,2584,3444,299,300,266,250
36509,268,270,2552,3356,282,270,268,251
36510,269,269,2528,3224,280,273,266,252
36511,268,271,2509,3149,283,292,269,251
36512,268,270,2505,3204,299,1036,280,253
36513,269,271,2549,3352,564,3252,294,252
36514,267,270,2610,3448,1774,3532,293,250
36515,268,270,2653,3464,3116,3565,292,251
36516,268,271,2556,3470,3597,3568,288,251
36517,266,270,1981,3484,3602,3556,286,250
36518,269,270,1158,3484,3598,3534,285,252
36519,268,270,800,3471,3597,3496,280,251
36520,268,270,541,3456,3592,3372,272,251
36521,268,269,331,3428,3580,2830,267,253
36522,268,271,295,3360,3534,1882,268,251
36523,267,271,280,3018,3320,564,266,251
36524,267,270,274,2260,2466,306,266,250
36525,268,270,270,1316,933,281,265,250
36526,268,270,267,340,298,271,265,254
36527,267,270,267,292,280,271,266,256
36528,267,270,267,278,277,272,267,267
