row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
49415,275,274,2578,369,282,288,296,256
49416,275,272,2900,1928,283,284,293,256
49417,274,273,2876,2798,283,293,311,257
49418,273,272,2868,3023,279,276,281,256
49419,273,271,2860,3238,282,283,285,254
49420,273,272,2828,3350,283,282,289,255
49421,272,271,2812,3392,285,280,289,256
49422,272,270,2697,3409,289,276,278,253
49423,273,272,2592,3420,303,278,281,255
49424,274,271,2452,3432,326,278,281,255
49425,274,271,2232,3438,358,277,281,256
49426,272,271,1850,3438,698,276,279,257
49427,274,271,1496,3436,1295,275,277,254
49428,273,272,912,3438,2104,274,278,256
49429,273,273,349,3420,2714,275,278,254
49430,273,273,299,3392,2724,275,276,255
49431,273,272,282,3316,2808,280,285,256
49432,273,272,278,3252,2788,277,278,256
49433,273,273,272,2998,3048,278,280,257
49434,275,273,268,2482,3332,280,274,253
49435,273,274,269,1774,3508,294,274,255
49436,273,272,265,1221,3561,317,277,253
49437,274,273,267,1094,3562,311,272,254
49438,276,274,267,561,3572,320,272,253
49439,276,273,266,314,3584,557,273,252
49440,275,273,265,290,3592,1790,271,253
49441,277,273,267,286,3580,2440,270,252
49442,274,274,267,281,3561,3038,270,252
49443,274,273,266,275,3480,3442,269,253
49444,276,273,267,268,3372,3496,271,253
49445,275,273,269,264,3260,3524,272,254
49446,275,274,274,264,3262,3538,273,252
49447,275,273,287,273,3404,3540,275,253
49448,276,274,311,308,3556,3546,272,253
49449,274,274,425,1300,3588,3546,273,252
49450,276,274,1025,2793,3592,3548,272,252
49451,275,274,1817,3442,3584,3552,272,252
49452,276,275,2020,3494,3564,3561,280,251
49453,276,274,2106,3508,3452,3566,311,252
49454,278,276,2172,3332,3240,3573,381,252
49455,276,274,2201,2862,2869,3568,1236,251
49456,277,275,2205,2404,1906,3576,2488,251
49457,278,276,2164,1928,492,3572,2732,251
49458,278,275,2093,1741,307,3572,2770,251
49459,280,276,2084,1820,296,3572,2800,252
49460,279,275,2036,2045,295,3567,2880,251
49461,278,274,1997,2464,320,3574,2836,252
49462,277,275,1916,2892,892,3572,2808,252
49463,277,277,1501,3220,2356,3572,2836,251
49464,277,274,722,3348,3471,3572,2746,253
49465,278,277,310,3324,3582,3572,2725,251
49466,278,275,280,3140,3584,3580,2586,251
49467,277,276,272,2362,3576,3574,2529,252
49468,277,275,270,1416,3556,3560,2424,251
49469,277,275,269,337,3476,3460,2338,250
49470,278,276,268,286,3132,3044,1874,252
49471,279,275,269,276,2146,1905,469,251
49472,278,276,269,270,686,395,307,252
49473,277,274,268,268,293,286,284,252
49474,281,276,268,263,279,270,270,252
49475,292,276,268,263,279,272,266,252
