row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
10954,3950,4095,4095,4095,4095,4095,4095,4095
10955,3576,4095,4095,4095,4095,4095,4095,4092
10956,2576,4008,4084,4095,4095,4092,4095,3936
10957,928,3240,3776,4095,3996,3790,4072,2232
10958,292,1356,1802,3884,2414,1670,3772,266
10959,274,295,280,1759,291,283,394,253
10960,272,273,265,277,281,274,273,252
10961,272,271,264,260,285,275,270,251
10962,273,270,264,259,318,277,269,251
10963,271,272,264,258,2192,281,270,251
10964,272,270,264,260,3348,291,270,250
10965,272,270,265,259,3436,322,269,251
10966,270,271,264,260,3456,921,267,251
10967,271,271,264,257,3436,1582,269,251
10968,270,270,263,260,3422,2196,268,251
10969,271,270,264,258,3398,2952,269,252
10970,273,271,265,259,3341,3296,269,251
10971,271,270,264,259,3304,3356,268,251
10972,272,272,264,259,3106,3376,269,251
10973,271,271,264,259,2353,3408,270,253
10974,270,272,263,259,1668,3462,268,252
10975,273,271,264,260,813,3484,269,251
10976,272,270,264,259,316,3485,270,252
10977,271,272,263,258,302,3478,268,251
10978,271,271,265,258,283,3468,270,251
10979,270,270,264,260,282,3477,271,251
10980,271,270,266,258,280,3480,277,251
10981,271,269,264,259,281,3452,280,252
10982,272,271,265,260,280,3342,280,251
10983,272,271,268,260,281,3184,280,251
10984,271,272,280,262,283,3020,283,252
10985,272,271,319,270,292,2886,281,251
10986,271,271,1180,306,303,2829,283,251
10987,270,272,1831,1253,331,2752,286,251
10988,272,273,2360,2810,1028,2676,286,250
10989,271,272,2820,3424,2642,2688,285,251
10990,271,272,2916,3470,3332,2720,286,251
10991,269,273,2909,3474,3404,2799,285,251
10992,271,272,2902,3373,3388,2965,283,250
10993,270,272,2892,2637,3376,3217,282,249
10994,272,274,2904,836,3284,3430,280,251
10995,271,273,2932,290,2948,3524,279,252
10996,272,272,2958,271,2634,3535,276,251
10997,272,273,2976,268,2600,3542,274,251
10998,272,272,2980,265,2776,3545,273,252
10999,272,273,2962,265,2904,3540,272,250
11000,271,273,2966,264,2972,3540,270,252
11001,271,272,3058,264,2996,3538,271,251
11002,272,272,3056,270,3010,3530,270,252
11003,271,272,2808,278,3104,3506,270,251
11004,271,271,2452,295,3300,3468,270,252
11005,273,271,2204,394,3492,3421,268,250
11006,271,272,2095,1878,3577,3364,266,252
11007,272,272,1492,3152,3588,3308,266,251
11008,271,271,373,3404,3576,3182,265,250
11009,272,272,286,3348,3556,2744,264,251
11010,271,272,273,3068,3508,1717,264,253
11011,270,274,268,1942,3360,344,264,251
11012,271,273,266,389,2444,282,264,252
11013,271,274,265,287,387,271,266,252
11014,271,273,265,271,284,271,263,251
11015,274,272,265,264,277,271,266,252
11016,288,272,265,261,276,270,265,253
