row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
27010,3672,4095,4095,4095,4095,4095,4095,4024
27011,2888,4078,4092,4095,4092,4072,4095,3876
27012,1830,3792,3909,4095,3946,3812,4092,3200
27013,709,3084,3326,4028,3444,3076,4004,1588
27014,312,2014,2255,3664,2377,1688,3397,295
27015,287,780,845,2612,794,328,1347,259
27016,281,311,304,1181,301,282,288,249
27017,279,285,281,326,286,274,269,249
27018,279,279,275,287,292,275,266,250
27019,279,278,273,277,320,277,265,250
27020,279,278,275,278,1052,284,265,249
27021,280,277,276,293,2536,296,266,249
27022,278,278,282,347,3272,337,266,247
27023,278,277,291,1565,3108,1152,265,249
27024,280,277,309,2728,2217,2038,266,248
27025,280,278,345,3076,659,2633,266,247
27026,279,277,632,2721,299,2786,266,249
27027,278,277,1076,1924,284,2479,265,248
27028,279,277,1097,904,282,1941,267,250
27029,279,277,398,323,281,1316,267,250
27030,281,277,295,289,280,751,268,249
27031,280,277,275,277,280,379,272,249
27032,280,277,272,272,280,333,277,250
27033,280,277,273,270,282,316,282,249
27034,280,277,273,271,291,309,289,250
27035,280,277,274,272,359,314,298,252
27036,279,277,275,282,2080,343,310,250
27037,281,277,279,313,3200,846,330,250
27038,281,279,287,1020,2969,1800,353,250
27039,282,279,301,2456,1669,2214,382,250
27040,281,278,329,3084,322,2050,407,249
27041,281,279,581,2892,286,1376,421,251
27042,282,278,1203,2094,282,517,405,249
27043,282,277,1716,1039,281,336,370,249
27044,281,277,2097,337,281,315,345,250
27045,282,280,2334,299,281,309,328,251
27046,282,280,2458,289,282,309,314,250
27047,282,279,2504,283,282,314,304,250
27048,282,281,2504,282,283,326,294,252
27049,284,282,2458,283,283,348,288,251
27050,284,281,2348,288,282,414,281,251
27051,284,281,2196,293,283,764,280,253
27052,285,281,2004,301,282,1306,275,253
27053,284,282,1750,312,283,2030,271,252
27054,285,283,1434,340,288,2694,267,251
27055,283,281,1059,657,305,2980,266,251
27056,284,281,535,1521,775,2648,267,253
27057,284,282,324,2345,2702,1641,266,250
27058,284,281,296,2828,3448,340,266,251
27059,284,284,282,2688,2908,285,266,251
27060,286,282,276,1713,1271,274,266,250
27061,299,280,276,352,298,274,265,252
27062,479,285,274,286,281,274,266,253
27063,2210,315,287,274,290,288,267,267
27064,3660,1252,505,281,659,755,280,359
27065,4068,2956,2696,365,3375,3381,1251,3381
27066,4095,3982,3989,2671,4088,4095,3892,3976
