row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
12234,276,278,268,264,2930,286,266,251
12235,276,277,268,262,3268,284,264,251
12236,276,277,267,265,3330,289,265,251
12237,274,275,265,264,3364,295,265,251
12238,274,276,267,264,3388,316,264,250
12239,274,276,267,264,3396,363,265,251
12240,273,273,265,264,3375,366,266,251
12241,274,274,267,262,3272,357,264,250
12242,272,274,267,264,3081,425,266,250
12243,274,276,265,262,2952,939,264,251
12244,273,273,267,263,2900,1632,265,251
12245,273,273,264,260,3012,1941,265,251
12246,273,273,265,261,3072,1788,264,253
12247,274,274,265,263,3183,1694,265,251
12248,274,274,268,262,3188,2148,265,251
12249,273,271,264,261,2962,2678,267,250
12250,273,273,267,263,2567,2890,265,251
12251,274,273,265,262,2318,2906,264,251
12252,273,275,269,264,2280,2784,264,251
12253,275,276,275,262,2380,2712,265,251
12254,273,279,291,264,2449,2637,265,251
12255,273,285,356,266,2588,2564,265,250
12256,273,297,1610,270,2696,2593,265,251
12257,274,315,2824,277,2728,2740,265,251
12258,273,346,3384,285,2552,2976,264,250
12259,274,698,3488,306,2057,3246,264,250
12260,273,1293,3504,344,1519,3298,264,251
12261,274,1905,3502,941,1628,3240,264,250
12262,277,2510,3480,1729,1883,3166,264,250
12263,276,3020,3236,2286,2136,3052,264,250
12264,277,3105,2269,2820,2330,2922,266,251
12265,277,2990,805,3074,2510,2792,265,252
12266,277,2773,303,3224,2702,2669,266,250
12267,275,2436,282,3204,3020,2533,265,250
12268,275,2119,274,3080,3376,2400,264,251
12269,273,1976,270,2766,3556,2270,265,251
12270,275,2185,268,2105,3573,2144,265,250
12271,272,2537,269,1456,3574,2027,264,250
12272,273,2686,276,1294,3572,1902,264,251
12273,273,2388,289,1793,3567,1758,264,252
12274,272,1853,368,2620,3573,1585,264,251
12275,272,1451,2243,3272,3566,1381,265,251
12276,272,1325,3488,3468,3560,1135,264,249
12277,272,800,3520,3500,3554,581,266,251
12278,272,329,3482,3508,3516,301,265,251
12279,272,293,3372,3506,3416,275,264,251
12280,271,277,2908,3476,3116,269,264,250
12281,271,273,847,3276,1880,269,264,249
12282,273,272,277,1872,327,268,263,249
12283,278,272,265,292,280,268,265,251
12284,313,273,265,264,274,271,263,250
12285,1964,278,266,261,274,271,265,251
12286,3794,347,276,260,274,269,264,252
12287,4004,2920,708,264,283,274,265,252
12288,4020,4068,3652,301,911,308,266,255
12289,4024,4095,4095,2632,3720,3029,281,287
12290,4024,4095,4095,4044,4092,4084,2508,2964
