row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
50301,4064,4095,4095,4095,4095,4095,4095,3986
50302,3980,4095,4095,4095,4095,4095,4095,3892
50303,3740,4095,4095,4095,4095,4095,4095,3638
50304,3292,4095,4095,4095,4095,4077,4095,3024
50305,2662,4032,4072,4095,4068,3981,4084,2196
50306,2104,3830,3904,4095,3976,3748,4031,1065
50307,1263,3236,3430,4060,3653,2952,3836,312
50308,475,2616,2720,3881,2684,1588,3006,275
50309,313,1748,1817,3546,1693,359,1560,261
50310,294,1000,850,2648,323,281,320,255
50311,285,340,316,1460,289,272,279,252
50312,283,306,289,439,279,270,270,250
50313,283,287,275,296,277,270,268,250
50314,281,280,270,274,275,272,268,252
50315,281,277,274,269,275,270,268,249
50316,280,278,276,274,275,270,267,250
50317,279,278,280,286,275,270,268,249
50318,281,279,281,312,274,270,266,249
50319,281,277,279,608,275,270,268,250
50320,280,279,275,1457,275,270,267,249
50321,279,278,273,1804,277,270,269,249
50322,280,276,272,1864,277,270,269,248
50323,281,276,271,1780,278,270,269,249
50324,280,276,271,1601,279,270,268,250
50325,280,275,271,1461,282,270,267,249
50326,280,276,270,1262,285,271,269,248
50327,280,276,270,1044,284,270,268,249
50328,278,276,269,1018,286,270,268,248
50329,278,276,269,636,290,270,268,247
50330,281,275,270,450,292,270,268,248
50331,279,277,270,369,295,270,268,249
50332,281,277,270,331,299,271,268,248
50333,280,277,270,319,303,270,268,249
50334,280,276,269,317,301,270,266,248
50335,277,277,271,295,320,271,267,250
50336,277,275,268,292,332,269,266,248
50337,279,277,267,285,406,270,268,248
50338,277,275,266,276,749,270,267,249
50339,279,276,269,278,1240,271,267,249
50340,279,275,270,270,1652,272,267,248
50341,279,276,272,270,2088,271,266,250
50342,278,277,279,274,2369,270,265,248
50343,280,276,298,295,2844,270,267,248
50344,280,276,669,690,3140,271,266,249
50345,278,277,1890,2392,3316,273,266,249
50346,279,278,2772,3204,3304,276,265,247
50347,279,284,2632,2520,2996,284,266,248
50348,279,287,2054,996,2340,289,266,248
50349,280,293,1182,302,1502,301,267,249
50350,279,306,367,275,564,316,266,249
50351,280,320,309,267,328,343,266,250
50352,280,345,289,265,302,431,267,249
50353,280,384,281,264,292,766,267,248
50354,280,559,276,263,285,1032,265,249
50355,280,736,273,263,283,1256,266,249
50356,280,873,272,262,280,1458,267,247
50357,280,1028,272,264,280,1606,268,248
50358,279,1169,270,262,278,1744,267,248
50359,281,1292,269,262,279,1835,268,248
50360,280,1330,269,261,276,1916,268,248
50361,280,1414,270,262,277,2032,268,248
50362,281,1446,269,263,276,2010,267,248
50363,279,1492,269,261,276,2128,268,248
50364,281,1536,268,262,276,2056,266,247
50365,280,1568,270,260,277,1990,267,248
50366,280,1586,267,261,276,1942,268,247
50367,280,1576,269,262,277,1857,268,249
50368,280,1544,270,263,278,1726,268,249
50369,279,1496,270,263,278,1464,269,247
50370,280,1428,270,262,280,1184,268,248
50371,279,1328,271,262,282,909,268,247
50372,280,1151,271,261,287,468,268,248
50373,280,985,272,261,289,363,268,249
50374,278,731,276,263,303,317,267,248
50375,278,482,280,262,339,295,269,246
50376,279,362,289,263,997,283,269,249
50377,278,331,302,265,2172,275,267,247
50378,280,314,328,266,2721,272,269,248
50379,279,300,1068,268,3148,271,270,247
50380,280,290,2152,276,3104,270,269,247
50381,278,283,2762,299,2596,270,268,248
50382,278,279,2654,909,1388,269,267,247
50383,279,277,1912,2638,314,270,269,248
50384,280,277,405,3192,282,270,267,246
50385,288,276,293,2629,277,269,267,248
50386,316,276,272,567,276,272,268,247
50387,844,278,269,288,276,271,268,248
50388,2868,302,272,266,278,275,270,249
50389,3848,905,307,266,288,282,270,256
50390,4088,2724,1891,278,1077,480,273,277
50391,4095,3880,3768,942,3662,3412,339,2196
50392,4095,4095,4095,3465,4088,4093,3516,3844
