row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
59226,3868,4095,4095,4095,4095,4095,4095,3956
59227,3336,4095,4095,4095,4095,4095,4095,3677
59228,2528,4052,4092,4095,4095,4052,4094,2868
59229,1350,3616,3956,4095,3988,3628,4006,1550
59230,336,2534,3158,4036,3488,2302,3468,334
59231,299,1332,1445,3492,1450,398,2193,280
59232,284,341,308,2022,300,281,362,262
59233,279,287,273,320,278,272,283,256
59234,282,277,268,268,277,271,271,256
59235,280,274,270,261,278,268,269,255
59236,280,276,284,264,278,270,268,253
59237,281,272,352,275,280,270,268,251
59238,280,274,1838,334,288,270,267,253
59239,280,273,2388,2462,338,270,267,251
59240,279,273,1588,3194,1220,269,267,250
59241,281,276,331,2630,2370,269,267,250
59242,280,272,271,448,2927,272,268,249
59243,279,275,266,276,2348,277,266,250
59244,282,275,267,263,1278,285,265,249
59245,279,273,265,261,391,303,266,248
59246,279,272,265,260,311,340,264,248
59247,280,272,265,258,293,705,266,248
59248,277,273,266,260,284,1244,266,248
59249,277,272,264,260,281,1616,266,248
59250,279,271,265,260,279,1777,265,248
59251,279,274,265,259,277,1845,265,248
59252,277,273,264,260,280,1880,265,248
59253,276,271,263,260,279,1757,266,248
59254,279,274,266,259,280,1570,266,248
59255,276,272,265,259,280,1510,266,249
59256,276,271,265,260,281,1382,266,248
59257,275,272,266,262,297,1416,267,247
59258,276,272,269,288,481,1340,267,249
59259,277,271,286,2076,1830,1403,268,248
59260,277,273,344,3245,2772,1412,268,248
59261,276,272,1143,3038,3033,1415,267,249
59262,277,271,1944,2092,2639,1606,266,248
59263,276,271,2108,322,1684,2017,268,247
59264,276,271,1644,266,844,2412,265,247
59265,276,272,1092,261,338,2702,266,249
59266,275,272,673,261,308,2834,265,248
59267,277,273,414,260,294,2913,267,248
59268,275,272,350,260,288,2932,265,248
59269,275,272,327,260,287,2860,266,247
59270,277,273,314,261,286,2728,267,249
59271,276,274,312,261,284,2532,268,247
59272,276,274,309,262,285,2350,268,246
59273,277,273,310,260,286,2252,268,247
59274,277,272,312,259,284,2040,266,248
59275,275,273,325,260,288,1656,266,248
59276,276,273,341,261,287,1210,265,246
59277,276,271,373,259,289,427,265,247
59278,275,272,708,258,296,318,265,247
59279,276,273,1440,259,328,288,265,247
59280,276,272,2330,259,1054,279,265,247
59281,276,272,2376,262,2382,277,266,248
59282,275,271,1522,277,3308,278,266,249
59283,276,272,339,1281,2952,273,266,247
59284,276,272,280,3150,935,274,265,247
59285,280,271,270,2976,294,275,265,247
59286,302,273,268,787,289,277,266,248
59287,649,274,269,269,288,277,266,247
59288,3008,294,272,262,292,280,268,250
59289,3992,1477,405,265,317,301,269,263
59290,4092,3869,3749,294,3348,3094,293,615
59291,4095,4095,4095,3774,4092,4095,3176,3768
