row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
20952,274,274,268,2010,2004,270,266,249
20953,274,274,268,1996,2045,270,264,250
20954,273,274,269,1984,2092,270,264,250
20955,274,274,269,2012,2224,268,265,251
20956,273,274,269,2030,2724,270,266,251
20957,272,273,268,1884,3224,270,265,251
20958,273,273,268,1141,3388,272,265,251
20959,271,271,266,336,3429,280,265,249
20960,272,272,268,304,3468,290,263,251
20961,272,271,268,292,3477,294,264,250
20962,272,271,266,281,3448,301,264,251
20963,271,272,267,270,3384,338,265,250
20964,273,273,268,265,3353,1092,266,251
20965,273,273,268,264,3288,1203,265,250
20966,273,273,268,265,2840,1444,264,250
20967,272,273,268,267,2577,2228,265,251
20968,272,273,269,278,3124,2863,264,251
20969,272,274,277,402,3574,2766,263,251
20970,271,274,294,2728,3604,2607,264,251
20971,271,272,313,3389,3574,2396,266,250
20972,271,273,324,3466,3460,2140,264,252
20973,272,272,344,3008,3182,1846,265,250
20974,270,273,409,1804,2322,1503,264,250
20975,273,273,702,928,1820,1152,265,250
20976,272,272,1097,538,2172,790,264,251
20977,271,272,1468,1195,2671,365,265,250
20978,272,273,1764,2440,3352,295,265,250
20979,273,273,1791,3168,3528,273,264,250
20980,271,273,1049,3502,3454,269,265,251
20981,273,273,319,3492,2930,270,264,251
20982,273,273,286,3388,1412,269,264,251
20983,278,273,274,2584,302,269,265,250
20984,314,274,271,360,279,270,266,249
20985,2184,284,268,270,276,269,264,252
20986,3898,848,288,264,277,270,265,251
20987,4012,3466,1848,276,306,280,266,253
20988,4025,4095,3994,1346,2948,1764,271,266
20989,4024,4095,4095,3868,4068,4062,2030,3028
