row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
27319,283,281,1181,2022,278,272,266,253
27320,284,281,1273,2290,278,273,266,252
27321,284,281,1372,2413,279,272,266,252
27322,283,281,1484,2372,278,273,266,252
27323,282,280,1597,2268,279,271,265,252
27324,284,281,1743,2095,279,271,265,252
27325,282,280,1912,1957,276,270,265,250
27326,281,280,2255,1738,277,270,265,251
27327,281,280,2681,1524,277,270,264,251
27328,280,280,3054,1296,277,270,264,251
27329,282,282,3320,1204,277,270,266,251
27330,281,282,3428,1508,276,270,265,252
27331,280,280,3448,1856,276,272,264,251
27332,281,282,3422,2220,276,271,266,251
27333,281,283,3342,2560,276,271,265,250
27334,280,282,3200,2756,276,271,264,251
27335,279,281,3052,2780,276,272,265,253
27336,278,281,2950,2748,277,272,265,252
27337,280,281,2852,2760,277,272,265,253
27338,280,280,2767,2812,277,272,264,251
27339,278,280,2690,2872,279,270,264,251
27340,278,280,2632,2927,280,272,264,252
27341,278,279,2582,2976,279,272,263,252
27342,280,279,2527,3022,279,273,264,252
27343,279,279,2432,3084,279,272,263,251
27344,280,280,2334,3140,280,272,264,251
27345,280,279,2240,3183,280,272,265,253
27346,279,279,2191,3197,280,270,265,251
27347,280,279,2228,3172,281,272,264,251
27348,280,278,2329,3114,281,271,265,252
27349,280,279,2464,3081,281,271,264,250
27350,281,278,2592,3136,281,270,266,251
27351,279,277,2725,3224,281,270,264,251
27352,278,277,2820,3336,279,270,267,251
27353,278,277,2870,3384,280,271,265,250
27354,279,278,2772,3394,281,270,266,251
27355,278,278,2568,3392,286,271,266,252
27356,280,279,2272,3396,290,273,265,252
27357,280,278,1980,3420,299,274,266,252
27358,279,278,1748,3444,304,274,266,252
27359,280,278,1628,3452,305,273,264,252
27360,280,279,1702,3470,301,272,265,252
27361,279,279,1849,3478,297,274,266,254
27362,280,280,1896,3480,294,274,266,252
27363,279,277,1805,3471,290,275,268,252
27364,280,278,1596,3461,288,273,265,253
27365,280,278,1320,3444,286,273,266,252
27366,280,278,1112,3420,284,271,266,252
27367,279,278,1092,3396,283,272,264,252
27368,280,278,1188,3376,283,272,264,251
27369,278,279,1282,3344,281,272,264,250
27370,280,278,1248,3305,281,273,266,252
27371,280,280,1008,3224,282,272,265,251
27372,281,278,651,3056,282,273,266,252
27373,281,279,358,2664,282,273,267,251
27374,281,280,317,2116,281,274,266,252
27375,282,279,301,1500,280,273,267,251
27376,282,279,289,783,280,273,265,251
27377,283,278,280,334,280,273,266,251
27378,287,280,277,299,281,273,264,249
