row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
45196,280,278,1633,3068,279,269,265,250
45197,279,278,2080,3258,283,269,267,250
45198,280,277,2110,3392,283,270,267,250
45199,280,276,2129,3460,283,270,266,250
45200,280,277,2125,3478,289,270,266,251
45201,280,277,2150,3492,321,270,268,253
45202,279,276,2196,3508,355,269,267,251
45203,281,276,2252,3516,353,270,267,252
45204,281,276,2232,3526,344,270,267,252
45205,281,277,1973,3520,346,269,266,252
45206,280,278,1392,3528,352,269,266,252
45207,280,278,584,3532,342,270,267,252
45208,279,277,417,3532,345,269,265,252
45209,280,276,398,3516,350,272,266,250
45210,280,277,334,3484,358,270,265,252
45211,281,277,300,3410,404,270,265,250
45212,281,278,285,3326,1131,271,266,249
45213,282,277,281,3268,2336,269,266,251
45214,282,277,281,3258,2389,270,267,251
45215,282,277,283,3286,2341,270,268,251
45216,281,277,285,3284,2348,270,267,252
45217,282,277,285,3296,2328,268,267,253
45218,283,279,285,3302,2334,269,268,252
45219,283,279,285,3300,2316,270,268,253
45220,282,278,286,3317,2262,273,268,253
45221,283,279,288,3316,2138,274,268,252
45222,284,278,289,3301,2077,272,268,252
45223,283,279,288,3348,2049,269,268,251
45224,284,278,287,3357,2069,269,267,251
45225,283,279,290,3392,2017,269,268,252
45226,284,279,291,3429,1890,269,268,250
45227,284,277,288,3417,1670,270,268,250
45228,284,277,278,3140,356,270,268,252
45229,282,277,271,2625,288,272,267,251
45230,281,278,271,527,276,271,270,253
45231,282,278,269,275,276,271,268,252
45232,296,279,269,264,276,269,269,252
45233,878,283,271,264,277,273,271,253
45234,3196,392,301,266,287,281,272,260
45235,4086,2682,2169,292,2223,2284,295,2024
45236,4095,4079,4076,2804,4084,4095,3752,4069
