row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
62382,4056,4095,4095,4095,4095,4095,4095,3972
62383,3932,4095,4095,4095,4095,4095,4095,3601
62384,3508,4095,4095,4095,4095,4080,4095,2548
62385,2480,4072,4088,4095,4060,3922,4032,1065
62386,1294,3864,3946,4095,3850,2956,3704,297
62387,320,2844,2898,3964,2254,497,2060,263
62388,280,1134,696,3272,314,285,316,256
62389,273,305,283,1242,287,278,276,253
62390,271,276,268,285,284,277,272,251
62391,270,270,266,264,282,273,270,252
62392,270,270,265,258,282,274,269,253
62393,269,269,263,257,297,274,267,252
62394,271,268,264,257,400,273,268,251
62395,270,269,264,257,2048,276,268,252
62396,270,270,264,258,3040,280,268,252
62397,270,269,264,257,3328,297,268,250
62398,269,269,264,256,3396,783,267,249
62399,269,269,264,257,3348,2306,268,251
62400,270,269,263,258,3265,1965,268,250
62401,270,269,262,258,3200,310,270,250
62402,270,269,263,258,3152,276,270,250
62403,271,269,263,259,3124,272,270,249
62404,269,268,264,258,3080,272,268,249
62405,270,270,263,258,3042,271,266,250
62406,271,269,263,258,3026,271,267,250
62407,269,269,264,258,3016,270,266,250
62408,269,270,264,259,3028,270,266,250
62409,269,270,264,259,3004,271,267,249
62410,270,269,264,258,3028,271,265,251
62411,270,269,263,258,3024,271,266,250
62412,271,269,265,258,3023,271,266,251
62413,270,268,265,258,3026,270,267,251
62414,271,269,265,260,3058,272,267,251
62415,270,268,263,258,3066,271,266,250
62416,268,268,263,258,3076,270,265,250
62417,269,270,263,258,3072,270,265,250
62418,269,269,264,258,3053,271,265,250
62419,269,269,264,260,3025,270,264,250
62420,270,268,263,258,3004,270,265,249
62421,269,270,264,259,3018,271,265,251
62422,270,270,264,258,3028,270,264,249
62423,270,269,266,260,3036,269,266,252
62424,270,268,265,260,3008,269,266,251
62425,270,269,265,261,2936,269,264,251
62426,270,270,264,261,2794,269,265,251
62427,270,269,265,262,2713,269,264,250
62428,270,269,264,261,2620,272,265,249
62429,272,271,272,265,2686,300,266,250
62430,271,272,305,332,2799,1924,266,249
62431,282,272,279,980,296,280,266,250
62432,1560,281,269,265,278,274,268,251
62433,4025,1676,857,272,580,492,274,328
62434,4095,4088,4047,2148,4046,4080,3428,4001
