row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
44595,279,276,765,2868,1717,278,268,253
44596,280,276,787,3494,2209,280,267,252
44597,279,276,806,3535,2863,288,267,253
44598,280,275,809,3544,3402,306,266,252
44599,279,276,586,3532,3540,532,266,251
44600,278,276,313,3440,3570,1345,266,251
44601,278,274,280,2353,3572,1921,267,253
44602,278,274,270,342,3572,3004,267,253
44603,280,274,268,286,3534,3478,269,252
44604,278,273,268,276,3376,3572,280,253
44605,279,274,269,271,2784,3584,313,252
44606,278,274,269,268,1802,3588,1026,253
44607,279,273,269,265,380,3571,1285,256
44608,278,274,268,266,299,3517,2632,265
44609,278,274,268,264,289,3346,3214,280
44610,278,273,267,264,283,2828,3449,324
44611,280,274,267,264,279,1684,3480,368
44612,279,274,267,265,278,379,3468,1968
44613,278,273,268,265,277,292,3464,2885
44614,277,273,267,262,277,279,3417,3202
44615,277,272,267,261,276,276,3247,3268
44616,279,274,266,262,275,273,2337,3256
44617,279,273,266,261,277,273,952,3108
44618,279,272,266,261,276,272,296,2370
44619,277,273,268,263,275,272,275,288
44620,278,274,268,262,274,272,268,252
44621,280,274,267,264,274,272,266,252
44622,301,275,267,264,275,272,267,255
44623,2248,309,285,267,301,316,274,350
44624,4088,3128,3190,600,3796,3994,3310,4072
