row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
45759,278,271,1397,2780,318,311,340,263
45760,277,269,1384,3230,337,328,349,266
45761,278,269,1317,3456,320,314,364,266
45762,277,271,1336,3492,348,300,305,264
45763,279,270,1344,3496,1692,304,313,261
45764,277,272,1216,3500,2112,311,319,266
45765,278,271,1238,3508,2978,300,305,264
45766,278,270,1199,3508,3476,308,308,261
45767,278,272,953,3510,3564,309,323,261
45768,279,269,355,3506,3596,312,308,262
45769,279,271,292,3472,3624,304,309,262
45770,278,271,279,3350,3634,299,301,262
45771,279,271,270,3092,3636,301,299,260
45772,278,270,266,2864,3644,307,293,262
45773,279,270,266,2652,3633,401,295,259
45774,279,272,265,2496,3636,1673,299,259
45775,279,271,264,2000,3628,1690,289,257
45776,280,270,264,573,3640,1680,291,257
45777,278,271,264,299,3636,1871,288,256
45778,279,271,265,277,3624,2836,288,256
45779,281,272,265,268,3596,3396,284,256
45780,281,274,266,265,3562,3420,282,257
45781,281,273,265,263,3513,3464,282,257
45782,280,274,266,261,3464,3512,280,256
45783,280,271,265,261,3437,3549,279,255
45784,280,271,265,259,3406,3567,280,256
45785,281,272,264,259,3370,3576,281,254
45786,280,272,264,259,3342,3580,279,254
45787,281,274,265,258,3284,3580,282,254
45788,281,274,264,259,3246,3584,316,252
45789,282,273,265,259,2942,3576,349,254
45790,280,273,263,259,2128,3572,360,252
45791,280,273,265,259,1054,3572,397,251
45792,281,274,265,258,370,3556,1384,252
45793,280,273,264,260,301,3540,2784,252
45794,280,274,266,258,288,3518,2888,253
45795,280,273,265,260,286,3464,2860,252
45796,282,274,266,260,284,3384,2852,252
45797,282,276,265,260,279,3340,2822,252
45798,284,275,265,259,276,3304,2788,254
45799,284,276,266,259,276,2893,2708,251
45800,284,277,265,261,276,2012,2664,252
45801,283,276,267,259,275,1408,2614,252
45802,284,275,266,261,274,1336,2453,251
45803,285,275,267,261,274,383,1797,252
45804,284,276,266,260,274,276,280,251
45805,286,276,267,260,274,270,267,251
45806,285,276,267,260,272,269,268,251
