row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
33073,4032,4095,4095,4095,4095,4095,4095,3836
33074,3736,4095,4095,4095,4094,4040,4095,2478
33075,2824,4072,4052,4095,3929,3402,3912,281
33076,861,3338,3246,3988,2566,652,1733,252
33077,289,1448,957,2856,302,277,279,249
33078,274,312,284,354,277,274,271,250
33079,273,275,268,268,276,272,269,250
33080,271,272,267,262,277,272,269,251
33081,271,270,266,261,276,271,269,249
33082,271,270,266,275,281,272,268,249
33083,271,271,265,357,306,274,269,249
33084,271,269,265,1624,1000,273,268,250
33085,272,270,265,1725,2420,275,268,250
33086,273,269,264,1765,2738,281,267,249
33087,273,270,265,1813,1780,300,269,248
33088,271,269,265,1784,347,317,269,249
33089,271,270,265,1743,290,308,268,250
33090,270,269,265,1732,281,289,268,250
33091,271,271,265,1738,279,273,269,249
33092,271,269,265,1816,278,270,269,250
33093,271,269,264,1814,277,270,268,250
33094,271,269,266,1764,277,270,267,249
33095,271,270,264,1773,277,271,266,250
33096,270,269,264,1804,277,272,267,249
33097,271,270,265,1844,278,272,267,250
33098,272,270,265,1824,277,272,266,248
33099,272,270,265,1808,277,272,266,250
33100,272,270,266,1783,278,270,267,249
33101,271,268,264,1773,278,271,266,250
33102,270,270,265,1748,279,271,265,249
33103,271,269,266,1781,278,271,265,250
33104,270,271,267,1868,277,269,265,250
33105,271,268,266,1960,276,270,265,250
33106,270,269,265,2088,277,270,268,250
33107,271,270,264,2188,276,270,267,248
33108,271,269,267,2216,277,269,266,250
33109,271,270,267,2273,275,269,266,250
33110,271,268,268,2378,275,269,266,249
33111,270,269,268,2521,275,268,266,250
33112,271,270,269,2686,275,269,265,251
33113,271,271,274,2810,285,270,266,250
33114,271,274,1137,3080,2085,269,267,248
33115,272,276,2473,3209,2652,271,268,249
33116,277,273,299,1414,289,272,267,251
33117,366,274,269,271,278,275,268,256
33118,3264,335,299,266,315,355,273,431
33119,4092,3268,3086,335,3729,3976,2798,3976
33120,4095,4095,4095,3548,4095,4095,4095,4095
