row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
16920,3960,4095,4095,4095,4095,4095,4095,3520
16921,3476,4095,4095,4095,4095,4046,4082,2076
16922,1760,4000,4040,4095,3836,2640,3620,309
16923,303,2281,2528,3855,1052,305,1036,267
16924,279,316,280,580,279,273,276,257
16925,274,271,269,261,277,280,270,257
16926,275,270,268,257,278,1208,271,256
16927,276,269,265,256,280,3402,272,256
16928,273,269,266,258,288,3497,273,256
16929,275,269,265,258,292,3524,273,254
16930,274,269,265,258,295,3528,273,253
16931,275,269,266,258,296,3538,273,254
16932,275,269,264,257,296,3544,273,253
16933,276,268,265,257,299,3545,272,253
16934,275,269,265,257,884,3540,270,253
16935,275,270,265,257,1668,3544,271,251
16936,278,270,264,257,1761,3566,270,252
16937,276,270,265,257,1824,3566,270,251
16938,276,271,262,256,1807,3572,270,251
16939,276,269,263,256,1822,3564,272,250
16940,277,271,264,257,1812,3532,269,252
16941,279,271,264,257,2240,3452,270,252
16942,279,272,264,258,3333,3364,270,251
16943,280,270,265,258,3460,3311,270,250
16944,280,271,265,260,3444,3300,268,250
16945,279,271,264,258,3444,3272,269,251
16946,279,269,264,258,3458,3202,266,252
16947,280,273,265,260,3484,3044,268,250
16948,280,273,263,260,3496,2926,266,252
16949,281,273,265,259,3512,2726,265,251
16950,281,273,264,260,3524,2580,267,252
16951,281,273,264,259,3532,2117,265,251
16952,282,273,264,261,3534,567,265,252
16953,282,274,266,261,3532,312,265,250
16954,286,274,265,262,3534,302,266,250
16955,284,274,265,264,3528,293,266,252
16956,285,276,265,265,3484,288,266,253
16957,284,275,266,265,3377,284,266,250
16958,284,276,265,262,2116,275,267,251
16959,285,276,266,261,289,269,266,252
16960,285,276,266,259,276,271,267,253
16961,286,277,265,259,275,270,266,250
16962,340,277,267,260,272,269,266,250
16963,2554,302,271,260,273,271,265,252
16964,3996,1880,426,269,330,370,270,293
16965,4095,3919,3780,984,3886,4036,2478,3936
16966,4095,4095,4095,3992,4095,4095,4095,4095
