row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
20896,298,334,2225,2174,282,284,360,270
20897,305,1069,2900,2732,289,277,303,265
20898,321,2352,3309,3088,360,281,314,267
20899,365,3336,3464,3360,1512,285,324,270
20900,506,3500,3486,3404,1881,283,297,264
20901,816,3540,3492,3424,3073,288,316,267
20902,1253,3548,3484,3439,3316,283,292,262
20903,1753,3512,3437,3440,3454,290,303,265
20904,2094,2994,2671,3448,3532,346,290,261
20905,2114,2180,768,3412,3540,501,293,262
20906,2102,1331,285,3089,3560,493,290,260
20907,2080,1133,273,2080,3567,1221,287,260
20908,2014,1164,267,678,3549,2978,285,259
20909,1798,1226,267,357,3038,3244,284,258
20910,1436,1295,268,419,1588,3433,285,257
20911,921,1393,267,1263,672,3468,286,256
20912,413,1564,267,1376,337,3460,302,257
20913,350,1937,267,302,307,3466,316,259
20914,337,2488,268,266,288,3360,1688,258
20915,325,2914,268,260,280,2948,2317,256
20916,309,3290,272,260,277,2464,2381,257
20917,299,3349,277,261,277,1837,2532,257
20918,291,3192,295,262,277,338,3036,259
20919,285,2706,509,261,277,321,3448,259
20920,285,1997,2037,272,277,317,3466,259
20921,286,994,3272,314,278,323,3420,259
20922,286,344,3492,1564,289,828,3432,260
20923,285,296,3424,2778,1966,3375,3428,258
20924,286,282,2688,3320,3535,3524,3396,257
20925,286,277,1007,3439,3576,3532,3364,257
20926,284,277,292,3124,3576,3524,2386,256
20927,286,278,270,2396,3488,3375,1052,255
20928,287,278,268,323,2196,962,299,257
20929,287,276,266,266,278,272,275,255
20930,288,277,267,261,275,274,277,257
20931,287,276,266,261,276,274,276,256
20932,296,280,270,262,278,272,277,256
