row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
18770,290,305,3056,2545,415,273,267,251
18771,289,341,3432,3380,1952,282,266,252
18772,291,768,3444,3454,3241,353,267,252
18773,293,1780,3036,3308,3441,2514,266,252
18774,296,2548,2049,2342,2988,3312,268,251
18775,298,2914,379,398,2414,3436,274,250
18776,294,2754,285,283,2104,3176,290,252
18777,293,2164,272,268,1802,2465,1145,251
18778,291,1679,272,266,1189,1276,1682,252
18779,290,1421,271,265,307,307,2146,254
18780,291,1441,271,265,279,280,3078,256
18781,290,1468,274,267,278,273,3228,262
18782,291,1650,275,268,277,273,3096,297
18783,291,2045,278,268,278,273,2980,305
18784,291,2468,287,269,279,271,1688,306
18785,291,2537,299,268,280,273,748,306
18786,290,2303,315,268,279,273,733,306
18787,289,1568,659,270,277,271,753,303
18788,290,459,2076,272,280,273,893,300
18789,292,310,2901,279,280,272,1018,294
18790,290,290,2784,307,280,273,1416,287
18791,289,285,2056,536,279,273,2808,264
18792,291,283,1024,1266,280,274,3012,256
18793,290,283,320,1807,292,276,3089,255
18794,290,281,286,2408,357,316,2994,252
18795,290,281,277,2248,2273,3096,1829,253
18796,289,282,275,1784,3424,3428,1688,252
18797,290,282,276,371,3288,3126,485,254
18798,288,283,273,284,2168,796,285,252
18799,289,283,273,272,296,275,268,253
18800,288,282,270,269,276,270,268,253
18801,294,281,270,271,277,271,269,268
18802,733,293,283,272,308,440,296,3436
18803,3201,1133,1463,315,3528,4014,3936,4095
18804,4095,3734,4062,3596,4095,4095,4095,4095
