row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
9971,4079,4095,4095,4095,4095,4095,4095,3990
9972,3928,4095,4095,4095,4095,4068,4095,3016
9973,3238,4088,4095,4095,4042,3576,3968,370
9974,2016,3616,3744,4088,3204,1466,2426,257
9975,396,2143,2014,3532,415,285,287,251
9976,290,338,290,341,277,271,268,251
9977,283,283,271,267,279,270,267,251
9978,284,278,269,264,336,270,265,251
9979,281,278,268,270,2520,272,266,252
9980,280,277,270,285,3128,275,264,249
9981,282,277,283,334,3471,292,264,250
9982,282,276,283,322,3385,283,265,249
9983,282,278,405,1842,3564,493,266,249
9984,282,277,2760,2804,3566,1592,263,250
9985,281,277,3257,3370,3572,2292,264,250
9986,282,277,3256,3516,3577,2488,265,251
9987,280,279,3252,3524,3573,2847,266,251
9988,282,281,3294,3530,3540,3244,268,252
9989,281,283,3385,3528,3128,3470,268,252
9990,281,283,3452,3516,2122,3500,275,251
9991,282,282,3468,3473,874,3508,280,252
9992,282,281,3452,2956,345,3482,283,251
9993,282,281,3436,1950,300,3384,287,252
9994,282,280,3432,1027,282,2973,296,251
9995,282,280,3436,840,278,2420,583,252
9996,283,281,3436,917,278,2125,1668,251
9997,282,278,3428,996,278,2052,1716,253
9998,281,280,3428,1026,278,2021,1728,252
9999,283,280,3426,928,276,1938,1665,251
10000,283,280,3236,924,276,1126,1590,250
10001,284,280,2912,1580,278,333,1544,252
10002,282,280,2769,2532,279,363,1487,252
10003,281,279,2796,3167,282,1312,1393,253
10004,284,279,2830,3380,300,2412,1308,252
10005,282,279,2718,3440,1110,2820,1194,252
10006,283,277,2142,3471,2478,3256,1121,252
10007,282,278,1189,3484,3300,3516,1036,251
10008,283,277,359,3468,3572,3553,950,252
10009,284,278,296,3336,3592,3556,457,251
10010,284,278,283,3073,3584,3544,294,252
10011,284,279,276,2613,3560,3458,274,253
10012,283,279,272,1874,3513,3116,271,253
10013,283,280,272,695,3231,2294,271,252
10014,285,280,273,314,2392,1083,268,253
10015,284,279,272,288,1158,333,268,251
10016,283,280,273,274,315,291,267,252
10017,285,280,271,269,286,279,265,252
10018,288,279,272,269,279,275,267,252
