row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
21496,3951,4095,4095,4095,4095,4095,4095,3808
21497,3311,4095,4095,4095,4095,4072,4092,1645
21498,1869,3994,4024,4095,4014,3662,3902,266
21499,346,3164,3364,4010,2532,1402,1100,258
21500,277,484,299,2212,1084,917,460,257
21501,271,274,270,272,994,854,382,256
21502,270,270,267,269,1369,424,342,256
21503,270,268,267,269,3385,709,341,255
21504,271,269,267,309,1995,1199,354,256
21505,271,269,267,2353,888,1894,329,255
21506,272,268,274,2280,576,2489,323,255
21507,271,269,297,866,458,3212,327,256
21508,271,269,358,317,360,3276,321,255
21509,271,270,1264,287,340,2994,307,256
21510,272,270,2064,277,357,2709,309,254
21511,270,269,2616,270,335,2476,301,253
21512,270,269,2916,268,316,2154,301,253
21513,269,269,3061,265,318,2029,303,253
21514,270,268,3116,265,317,2028,303,253
21515,269,268,3100,265,318,2000,301,253
21516,271,270,3057,263,314,2008,300,253
21517,271,269,3020,264,315,1964,299,253
21518,272,269,2972,263,305,1836,294,252
21519,271,270,2900,261,304,1871,289,252
21520,270,269,2840,262,302,2070,288,253
21521,271,269,2777,260,298,2328,285,253
21522,272,269,2732,262,305,2648,285,252
21523,271,269,2768,263,308,2956,284,251
21524,271,269,2776,262,307,3204,284,253
21525,271,268,2789,262,309,3326,282,254
21526,271,269,2628,264,306,3232,283,252
21527,270,269,2161,264,305,2616,281,251
21528,271,271,1391,263,305,1424,279,252
21529,272,270,369,270,321,335,282,252
21530,272,270,287,282,1164,292,279,252
21531,272,269,270,368,3244,287,279,253
21532,278,270,266,1536,322,288,279,251
21533,656,271,266,268,304,289,278,251
21534,3800,356,285,266,306,294,282,253
21535,4095,3951,3902,328,3603,3444,296,693
