row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
33551,284,285,2904,1581,343,269,268,251
33552,284,304,3380,3148,1236,269,268,251
33553,284,373,3428,3354,2290,271,267,251
33554,283,1067,3464,3404,3119,275,267,252
33555,284,1621,3485,3432,3364,281,266,252
33556,285,2026,3480,3436,3460,309,267,251
33557,286,1972,3446,3166,3476,1157,266,251
33558,287,1972,3254,2256,3444,2470,266,251
33559,287,2266,2609,536,3200,3288,267,250
33560,288,2688,1564,293,2400,3433,267,251
33561,288,3012,786,273,1464,3480,269,251
33562,287,3060,328,267,361,3485,272,251
33563,288,3004,292,265,300,3478,285,252
33564,288,2936,283,264,296,3462,335,251
33565,287,2853,282,264,287,3400,1668,251
33566,286,2744,286,262,279,3276,2724,251
33567,285,2616,288,263,277,3194,2860,251
33568,287,2485,290,263,277,3063,2996,251
33569,285,2328,295,265,276,2922,3113,253
33570,284,2168,302,264,277,2774,3204,253
33571,285,2036,328,264,276,2525,3252,261
33572,285,1806,1064,264,276,1366,3295,276
33573,284,1167,2493,265,275,322,3318,280
33574,284,421,3204,270,274,282,3324,284
33575,284,320,3432,288,275,270,3297,288
33576,283,299,3448,391,277,270,3296,287
33577,284,284,3273,1953,293,270,3278,286
33578,284,277,2761,3036,382,271,3292,286
33579,281,277,1782,3377,2590,287,3324,284
33580,283,275,344,3304,3464,2017,3384,285
33581,283,276,280,2692,3516,3508,3432,278
33582,285,277,269,856,3485,3526,3422,256
33583,284,277,270,276,3054,3480,3272,253
33584,284,277,270,266,334,2648,2152,252
33585,286,277,269,264,277,298,304,253
33586,285,278,269,264,277,271,267,252
33587,291,278,270,264,277,272,265,254
33588,345,282,272,266,284,291,269,297
33589,2404,335,311,272,1100,2133,536,3808
33590,3951,2209,2445,419,3968,4094,4015,4095
33591,4095,3864,4028,3222,4095,4095,4095,4095
