row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
20765,3988,4095,4095,4095,4095,4095,4095,3992
20766,3860,4095,4095,4095,4095,4095,4095,3761
20767,3445,4095,4095,4095,4095,4092,4095,2886
20768,2728,4062,4088,4095,4084,3968,4044,1145
20769,1850,3836,3972,4095,3928,3182,3817,284
20770,638,3062,3320,4040,2964,1001,2272,257
20771,306,1700,1366,3524,338,283,296,251
20772,282,386,294,1108,284,278,270,250
20773,276,285,267,273,280,278,269,250
20774,273,274,267,261,279,274,269,249
20775,274,272,285,262,276,276,269,248
20776,273,273,956,267,278,275,267,249
20777,272,274,2872,297,281,273,267,250
20778,273,276,3215,1601,282,274,267,250
20779,273,278,3168,2524,292,275,268,249
20780,272,281,3012,1935,313,273,266,249
20781,274,284,2726,356,442,272,267,248
20782,274,289,2340,278,1308,272,268,250
20783,272,293,2008,267,1875,272,268,249
20784,272,298,1599,261,2108,273,268,249
20785,272,301,1282,260,1925,273,268,251
20786,272,306,1077,259,1612,274,269,251
20787,272,307,881,260,1135,279,267,249
20788,273,310,710,261,614,289,268,249
20789,273,311,537,260,360,303,268,249
20790,273,311,443,258,324,328,270,250
20791,272,312,430,259,306,434,267,250
20792,270,309,418,260,296,933,265,250
20793,271,305,426,259,292,1348,266,250
20794,271,302,460,259,288,1791,267,250
20795,271,299,472,258,284,2201,266,250
20796,270,295,548,258,284,2525,265,250
20797,270,290,690,258,281,2782,266,249
20798,271,288,786,258,278,2988,263,248
20799,270,285,937,259,277,3092,264,248
20800,271,281,1024,260,276,3160,266,251
20801,270,280,1106,260,277,3198,266,250
20802,270,277,1223,260,276,3212,266,249
20803,270,277,1340,260,277,3226,265,250
20804,269,275,1435,260,278,3236,266,249
20805,271,275,1460,259,277,3228,265,249
20806,272,272,1527,258,278,3220,267,250
20807,272,272,1647,258,277,3212,267,249
20808,270,272,1820,258,276,3192,266,250
20809,271,271,2004,258,276,3180,267,250
20810,271,272,2216,258,277,3172,268,251
20811,271,271,2413,260,277,3150,267,250
20812,271,271,2582,260,276,3144,266,249
20813,270,270,2660,260,277,3172,266,249
20814,271,271,2666,260,278,3202,266,249
20815,269,269,2605,262,277,3208,267,249
20816,270,269,2424,262,276,3231,266,248
20817,271,268,2117,264,278,3254,267,248
20818,271,269,1692,265,278,3274,267,249
20819,271,270,1194,269,278,3276,266,249
20820,272,270,535,273,279,3260,266,250
20821,270,268,324,278,278,3246,266,250
20822,270,269,293,289,280,3224,267,249
20823,270,270,277,305,288,3114,265,250
20824,270,269,270,344,305,2908,265,249
20825,270,270,264,724,756,2429,265,250
20826,270,269,263,1189,2108,1952,265,250
20827,269,269,264,1053,3332,960,266,252
20828,269,269,264,358,3368,317,266,249
20829,270,270,263,286,2694,280,267,250
20830,274,269,263,265,323,272,265,250
20831,289,270,264,260,280,272,266,251
20832,434,273,265,259,280,273,267,251
20833,2220,286,270,260,282,277,268,256
20834,3800,733,328,263,339,339,272,289
20835,4084,3108,2959,298,3232,3338,385,2847
20836,4095,4094,4095,3084,4093,4095,3681,4038
