row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
21984,308,1435,3320,1079,941,279,274,253
21985,339,2425,3456,1850,2496,312,276,255
21986,616,3136,3471,1919,2586,1429,274,256
21987,1166,3476,3476,1998,2572,2608,272,255
21988,1638,3544,3476,2028,2524,3005,273,255
21989,1908,3567,3456,1592,2420,3340,276,255
21990,2020,3566,3400,860,2352,3402,274,256
21991,1972,3558,3220,323,2316,3412,276,254
21992,1914,3548,2368,288,2271,3420,280,253
21993,1849,3524,929,274,2220,3428,280,255
21994,1792,3464,291,266,2162,3428,292,256
21995,1786,3348,272,264,2028,3424,1032,255
21996,1775,3260,270,264,377,3404,2129,254
21997,1769,3240,270,265,282,3380,3228,255
21998,1754,3292,271,264,281,3148,3218,255
21999,1701,3397,274,264,278,2660,3250,255
22000,1466,3484,282,264,275,1327,3256,254
22001,813,3540,303,264,275,365,3225,253
22002,329,3520,333,264,274,366,3228,254
22003,299,3404,938,267,275,301,3184,255
22004,292,3013,2608,269,274,278,3184,254
22005,289,2476,3397,280,273,279,3164,254
22006,289,1984,3472,309,275,281,3148,254
22007,289,1486,3500,345,282,298,3138,255
22008,288,684,3512,974,296,1040,3100,253
22009,288,320,3496,2556,960,2573,3082,254
22010,288,296,3412,3444,3215,3458,3016,253
22011,288,285,3088,3512,3514,3492,2976,253
22012,289,284,1989,3492,3537,3508,3012,253
22013,288,282,428,3464,3544,3501,2866,252
22014,287,281,290,3318,3532,3484,2700,251
22015,287,282,276,2863,3496,3464,2658,253
22016,287,282,273,1260,3120,3406,2616,252
22017,289,281,272,301,1850,3188,1791,252
22018,290,281,270,276,435,1614,276,252
22019,293,283,270,267,293,282,268,251
22020,303,283,271,267,278,270,266,251
22021,556,288,273,268,278,269,267,252
