row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
34240,282,276,276,2304,2521,288,267,251
34241,282,275,291,2991,3471,315,267,250
34242,281,276,328,3352,3540,1358,268,251
34243,283,274,488,3448,3548,2212,268,251
34244,282,275,872,3476,3548,3282,269,251
34245,283,276,1884,3489,3548,3413,271,252
34246,283,277,2948,3501,3558,3476,273,252
34247,281,277,3336,3502,3552,3490,295,252
34248,283,280,3436,3500,3550,3502,696,253
34249,284,293,3448,3296,3516,3488,2248,254
34250,284,304,3452,1938,2332,3404,3296,254
34251,285,303,3476,336,309,2740,3372,265
34252,281,303,3482,333,277,1556,3436,282
34253,283,302,3493,1180,277,323,3452,285
34254,281,299,3493,1553,277,304,3472,287
34255,283,285,3460,2737,278,286,3460,356
34256,283,279,3390,3336,313,273,3401,1988
34257,282,277,2984,3456,2280,271,3284,1967
34258,281,277,2038,3474,3151,278,3217,1950
34259,281,276,406,3456,3476,303,3164,1896
34260,282,274,288,3378,3544,1880,3293,1685
34261,283,275,272,2750,3548,3508,3406,1495
34262,283,276,268,1469,3470,3522,3438,1307
34263,285,277,268,278,2636,3524,3457,436
34264,285,276,268,265,1581,3494,3428,266
34265,284,276,268,262,329,2799,3316,253
34266,284,277,267,262,286,762,2994,252
34267,292,277,268,261,275,291,1861,252
34268,416,278,269,261,276,271,272,251
34269,3008,316,275,263,278,271,266,252
34270,4084,2350,1125,274,326,305,269,260
34271,4095,4095,4084,2414,3753,3434,316,1157
34272,4095,4095,4095,4095,4095,4095,3944,4060
