row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
8174,283,280,272,277,2738,272,266,251
8175,282,280,273,284,3068,277,267,250
8176,283,281,276,301,3270,283,265,252
8177,284,280,288,342,3392,301,266,251
8178,283,281,336,1229,3432,384,267,250
8179,285,294,1548,2321,3450,1300,268,251
8180,285,318,2650,3160,3464,2364,266,251
8181,284,466,3188,3444,3470,2592,267,252
8182,283,1152,3432,3496,3464,2717,266,251
8183,286,1600,3465,3500,3432,2956,266,251
8184,287,1848,3456,3490,3375,3152,266,250
8185,288,2164,3416,3432,2618,3296,266,250
8186,290,2413,3340,3048,1178,3272,267,251
8187,292,2690,3028,1780,296,3074,267,252
8188,297,2964,2276,345,280,2804,271,251
8189,304,3152,1181,281,277,2544,278,250
8190,315,3247,327,269,275,2409,284,252
8191,324,3300,299,268,277,2205,287,251
8192,327,3354,289,267,276,1676,292,251
8193,324,3388,285,266,276,740,296,251
8194,315,3400,284,265,276,315,303,251
8195,307,3375,279,265,276,310,332,251
8196,298,3247,276,266,275,310,1455,251
8197,293,3128,274,266,276,311,1893,251
8198,290,3044,273,264,276,310,1930,252
8199,287,2852,270,264,274,309,1876,252
8200,288,2818,272,265,274,310,1772,252
8201,286,2686,278,264,273,307,1682,252
8202,285,2290,293,263,276,288,1592,252
8203,285,1796,381,264,275,286,1513,251
8204,286,1318,1472,265,275,321,1446,251
8205,285,829,2639,271,275,341,1387,252
8206,284,363,3290,307,287,342,1388,251
8207,284,320,3329,1152,314,702,1374,251
8208,284,295,2888,2489,1862,2844,1244,252
8209,284,282,1724,3128,3380,3444,1172,251
8210,282,280,310,3348,3452,3448,1201,250
8211,282,278,292,3306,3457,3444,977,252
8212,282,277,273,2788,3422,3357,565,250
8213,282,278,270,1122,2917,2404,292,250
8214,283,278,269,288,341,307,271,251
8215,286,278,268,269,277,271,268,253
8216,301,279,268,264,276,270,265,252
8217,684,282,267,262,275,270,267,253
8218,2485,317,277,263,277,278,268,260
8219,3876,1756,711,270,470,685,282,377
8220,4095,3564,3284,361,3485,3505,1792,3648
8221,4095,4092,4095,3148,4095,4095,4036,4095
