row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
8565,284,281,2356,1905,334,273,266,250
8566,285,283,2824,3068,1182,274,266,250
8567,284,285,3188,3476,2402,278,264,250
8568,285,288,3380,3528,3341,279,264,250
8569,282,288,3446,3544,3480,290,265,252
8570,284,290,3452,3560,3488,351,267,250
8571,284,289,3400,3384,3439,671,266,249
8572,285,288,3326,1906,3220,965,264,251
8573,285,288,3276,334,2580,1980,265,251
8574,286,285,3270,283,1612,2795,265,252
8575,285,288,3268,282,428,2946,266,250
8576,286,286,3288,280,303,3204,267,251
8577,285,288,3308,282,284,3374,268,250
8578,285,286,3320,283,280,3418,275,251
8579,285,285,3327,283,280,3407,286,251
8580,285,284,3332,284,279,3232,292,251
8581,285,283,3332,286,278,2704,295,249
8582,285,285,3228,289,278,2200,296,252
8583,285,282,3000,290,277,2004,297,251
8584,284,282,2770,309,277,1672,298,252
8585,285,284,2630,377,277,892,311,251
8586,284,282,2602,896,277,331,766,251
8587,285,282,2564,1171,276,319,1615,251
8588,285,282,2329,1608,276,321,1542,251
8589,284,281,1645,2352,277,323,1488,252
8590,284,280,716,2744,285,309,1440,252
8591,285,279,332,2868,299,291,1345,252
8592,285,280,302,3134,341,283,1188,251
8593,285,280,293,3333,1449,306,1060,252
8594,283,279,282,3150,2508,1881,890,251
8595,283,280,274,2767,3412,3488,710,253
8596,283,280,271,1836,3518,3522,565,252
8597,284,279,270,518,3449,3488,381,252
8598,284,279,271,305,3172,3333,321,251
8599,283,278,269,277,2220,2026,278,253
8600,286,278,270,268,326,311,268,253
8601,289,278,269,264,277,272,266,251
8602,310,279,269,265,274,271,265,253
8603,833,285,271,264,276,270,266,253
8604,2542,320,281,265,280,277,266,257
8605,3786,1372,346,268,306,302,269,272
8606,4088,2840,2031,286,1288,1042,283,361
8607,4095,3716,3416,392,3154,2893,492,2948
8608,4095,4078,4054,2464,4024,3993,3080,4024
8609,4095,4095,4095,3824,4095,4095,4045,4095
