row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
19576,4088,4095,4095,4095,4095,4095,4095,3908
19577,4052,4095,4095,4095,4095,4095,4095,2898
19578,3816,4095,4095,4095,4092,3928,4028,343
19579,2948,4040,4032,4095,3900,2702,3416,259
19580,1544,3484,3442,4040,2528,337,582,251
19581,337,2180,1706,3500,308,276,272,251
19582,284,577,305,1073,278,273,272,251
19583,274,292,268,277,278,272,267,251
19584,273,276,266,262,283,273,269,250
19585,272,274,265,262,320,273,269,251
19586,272,272,268,270,2132,275,269,251
19587,271,272,270,299,2978,281,267,250
19588,274,272,279,1879,2156,303,266,249
19589,273,272,303,2612,365,493,267,250
19590,272,272,486,1116,292,1581,268,252
19591,274,274,1358,306,282,2332,267,251
19592,273,273,2039,276,280,2840,268,250
19593,273,271,2453,267,278,2927,268,251
19594,273,272,2494,264,277,2831,266,251
19595,273,272,2327,261,276,2664,266,250
19596,271,274,2084,261,276,2520,268,250
19597,273,274,1796,261,276,2413,267,250
19598,274,275,1541,260,276,2318,269,250
19599,276,276,1365,260,276,2180,266,250
19600,273,276,1236,261,278,2108,267,251
19601,273,278,1135,261,277,1992,269,249
19602,273,279,1132,260,275,1874,269,250
19603,274,278,1160,260,276,1756,269,250
19604,272,279,1149,261,277,1703,268,251
19605,273,280,1130,260,276,1703,267,249
19606,274,278,1132,259,277,1734,268,250
19607,274,279,1188,260,277,1775,267,249
19608,274,278,1238,260,276,1896,268,250
19609,274,276,1361,261,276,2084,268,251
19610,274,276,1511,262,276,2344,268,249
19611,273,274,1657,260,276,2668,267,249
19612,271,273,1884,260,276,2942,268,250
19613,273,272,2214,260,276,2982,267,249
19614,274,271,2492,261,277,2510,265,249
19615,271,270,2282,262,280,1395,268,250
19616,273,271,1434,270,320,320,265,250
19617,273,271,324,300,2639,274,266,250
19618,273,270,274,2017,2785,269,267,249
19619,273,270,265,1367,289,270,267,250
19620,297,274,265,268,277,271,268,253
19621,2074,299,278,262,286,293,271,292
19622,4036,2502,2373,300,3292,3612,1908,3766
19623,4095,4092,4095,3630,4095,4095,4095,4095
